repro_id,repro_path,config_label,config_us,rounds,speedup_vs_default,speedup_vs_best_compile_baseline,config_over_sol,best_3config_label,best_3config_us,best_3config_over_sol,round_count,rep_per_round,total_bytes
amax_sum_0f87f6568d0f,repros/canonical/amax_sum_0f87f6568d0f/repro.py,combo_persistent,248.7040013074875,"[248.76800179481506, 248.7040013074875, 248.79999458789825, 248.79999458789825, 248.79999458789825]",1.1559444640800016,1.0003859740088865,3.7986315338953514,combo_looped,190.36799669265747,2.907624611906249,5,300,404750924
amax_sum_0f87f6568d0f,repros/canonical/amax_sum_0f87f6568d0f/repro.py,default,287.48801350593567,"[287.6160144805908, 287.51999139785767, 287.51999139785767, 287.48801350593567, 287.51999139785767]",1.0,0.8654273670535533,4.391007092686056,combo_looped,190.36799669265747,2.907624611906249,5,300,404750924
amax_sum_11133e3f9217,repros/canonical/amax_sum_11133e3f9217/repro.py,combo_looped,23.32800067961216,"[23.48800003528595, 23.32800067961216, 23.48800003528595, 23.552000522613525, 23.520000278949738]",1.3017832383499846,1.2688614174642938,1.4210526554663632,combo_looped,23.32800067961216,1.4210526554663632,5,500,67158016
amax_sum_11133e3f9217,repros/canonical/amax_sum_11133e3f9217/repro.py,combo_persistent,28.79999950528145,"[29.56799976527691, 29.600000008940697, 29.664000496268272, 29.600000008940697, 28.79999950528145]",1.0544444718954653,1.0277777957431056,1.7543859131562134,combo_looped,23.32800067961216,1.4210526554663632,5,500,67158016
amax_sum_11133e3f9217,repros/canonical/amax_sum_11133e3f9217/repro.py,default,30.368000268936157,"[30.400000512599945, 30.46399913728237, 30.368000268936157, 30.46399913728237, 30.46399913728237]",1.0,0.9747102129480334,1.849902527698847,combo_looped,23.32800067961216,1.4210526554663632,5,500,67158016
amax_sum_17ab35828f89,repros/canonical/amax_sum_17ab35828f89/repro.py,combo_looped,60.19200012087822,"[60.28800085186958, 60.256000608205795, 60.19200012087822, 60.19200012087822, 60.28800085186958]",1.2732589426431427,1.0127591440026582,3.4513760450811377,combo_looped,60.19200012087822,3.4513760450811377,5,300,78716808
amax_sum_17ab35828f89,repros/canonical/amax_sum_17ab35828f89/repro.py,combo_persistent,100.19200295209885,"[100.28800368309021, 100.25600343942642, 100.22400319576263, 100.22400319576263, 100.19200295209885]",0.7649313335529025,0.6084317782066211,5.744954116878202,combo_looped,60.19200012087822,3.4513760450811377,5,300,78716808
amax_sum_17ab35828f89,repros/canonical/amax_sum_17ab35828f89/repro.py,default,76.64000242948532,"[76.67200267314911, 76.67200267314911, 76.7040029168129, 76.7040029168129, 76.64000242948532]",1.0,0.7954070535725309,4.394495413823881,combo_looped,60.19200012087822,3.4513760450811377,5,300,78716808
amax_sum_1a6624550d06,repros/canonical/amax_sum_1a6624550d06/repro.py,combo_looped,88.92799913883209,"[88.92799913883209, 88.92799913883209, 88.99199962615967, 88.92799913883209, 88.92799913883209]",1.3461677282146673,1.0010795332394862,3.007575752326149,combo_looped,88.92799913883209,3.007575752326149,5,300,157420376
amax_sum_1a6624550d06,repros/canonical/amax_sum_1a6624550d06/repro.py,combo_persistent,145.08800208568573,"[145.1520025730133, 145.08800208568573, 145.08800208568573, 145.1839953660965, 145.11999487876892]",0.8250992559998053,0.6135862276003213,4.906926516418245,combo_looped,88.92799913883209,3.007575752326149,5,300,157420376
amax_sum_1a6624550d06,repros/canonical/amax_sum_1a6624550d06/repro.py,default,119.71200257539749,"[119.77600306272507, 119.84000355005264, 119.71200257539749, 119.84000355005264, 119.80800330638885]",1.0,0.7436514130131104,4.048701417942411,combo_looped,88.92799913883209,3.007575752326149,5,300,157420376
amax_sum_211823fef3b3,repros/canonical/amax_sum_211823fef3b3/repro.py,combo_looped,9.056000038981438,"[9.119999594986439, 9.216000325977802, 9.119999594986439, 9.119999594986439, 9.056000038981438]",1.321554749241192,1.0883391750102789,1.1054687575495166,combo_looped,9.056000038981438,1.1054687575495166,5,500,14751744
amax_sum_211823fef3b3,repros/canonical/amax_sum_211823fef3b3/repro.py,combo_persistent,11.168000288307667,"[11.231999844312668, 11.19999960064888, 11.168000288307667, 11.168000288307667, 11.19999960064888]",1.0716331976794657,0.8825214323854241,1.3632812886357613,combo_looped,9.056000038981438,1.1054687575495166,5,500,14751744
amax_sum_211823fef3b3,repros/canonical/amax_sum_211823fef3b3/repro.py,default,11.96799986064434,"[12.000000104308128, 12.000000104308128, 12.000000104308128, 12.000000104308128, 11.96799986064434]",1.0,0.8235293888771384,1.4609374866773237,combo_looped,9.056000038981438,1.1054687575495166,5,500,14751744
amax_sum_230cc68d5501,repros/canonical/amax_sum_230cc68d5501/repro.py,combo_looped,217.8879976272583,"[218.01599860191345, 217.95199811458588, 217.95199811458588, 217.92000532150269, 217.8879976272583]",0.9156998501458329,0.9161404126433367,3.421607970529959,combo_persistent,199.39200580120087,3.13115584033434,5,300,402653184
amax_sum_230cc68d5501,repros/canonical/amax_sum_230cc68d5501/repro.py,combo_persistent,199.39200580120087,"[199.39200580120087, 199.5519995689392, 199.5519995689392, 199.45600628852844, 199.5519995689392]",1.0006419564021176,1.0011233863372098,3.13115584033434,combo_persistent,199.39200580120087,3.13115584033434,5,300,402653184
amax_sum_230cc68d5501,repros/canonical/amax_sum_230cc68d5501/repro.py,default,199.52000677585602,"[199.61600005626678, 199.52000677585602, 199.5840072631836, 199.52000677585602, 199.5840072631836]",1.0,1.000481121076337,3.1331659058720707,combo_persistent,199.39200580120087,3.13115584033434,5,300,402653184
amax_sum_351ca37dddb9,repros/canonical/amax_sum_351ca37dddb9/repro.py,combo_looped,7.040000054985285,"[7.104000076651573, 7.040000054985285, 7.071999832987785, 7.104000076651573, 7.071999832987785]",1.0318181592687266,1.0181818241950062,1.0280373927102249,combo_persistent,6.943999789655209,1.0140186623553105,5,500,2162688
