repro_id,repro_path,pattern_prefix,raw_sol_gap,launch_adjusted_gap_1us,launch_adjusted_gap_3us,launch_adjusted_gap_5us,best_compile_us,memcopy_sol_us,n_kernels,excess_us_vs_launch_adjusted_sol_3us,priority_score_3us,models,top_ops,launch_adjusted_priority_rank_3us
var_mean_8238dd59b2ec,repros/canonical/var_mean_8238dd59b2ec/repro.py,var_mean,1.6185621983209963,1.6118067047889808,1.5984634921603238,1.5853393870999537,386.1759901046753,238.5919988155365,1,144.5839912891388,100.44435039049893,timm_vit_base_patch14_dinov2.lvd142m_infer,aten.add.Tensor:3;aten.mul.Tensor:3;<built-in function getitem>:2;aten.reshape.default:2;aten.rsqrt.default:1;aten.sub.Tensor:1;aten.var_mean.correction:1,250
sum_28b0b21169d4,repros/canonical/sum_28b0b21169d4/repro.py,sum,1.60662096496191,1.588022944195643,1.5520894022298708,1.5177460745946043,411.5520119667053,256.1599910259247,3,146.39202094078064,100.136476643676,torchbench_demucs_train_003,aten.full.default:1;aten.slice_scatter.default:1;aten.sum.dim_IntList:1;aten.where.self:1,251
mean_f7170c220032,repros/canonical/mean_f7170c220032/repro.py,mean,3.6536146212736904,3.4893924591224854,3.201583774186857,2.9576349929022063,77.63200253248215,21.247999742627144,1,53.384002789855,99.79202263149742,timm_ghostnet_100_infer;timm_ghostnet_100_infer_000;timm_timm_ghostnet_100_infer_infer_000,aten.unsqueeze.default:8;aten.mul.Tensor:3;aten.add.Tensor:2;aten.cat.default:1;aten.mean.dim:1;aten.reciprocal.default:1;aten.relu.default:1;aten.sqrt.default:1;aten.sub.Tensor:1,252
sum_sum_sum_e2388f04f7c2,repros/canonical/sum_sum_sum_e2388f04f7c2/repro.py,sum_sum_sum,3.1681818297271396,2.706796124232839,2.0962406052996005,1.710429449821336,111.51999980211258,35.19999980926514,6,58.31999999284744,97.02436761300008,hf_GoogleFnet_train_001;hf_GoogleFnet_train_008,aten.mul.Tensor:8;aten.sum.dim_IntList:5;aten.sub.Tensor:2;aten.view.default:2;aten.add.Tensor:1;aten.permute.default:1;aten.select.int:1;prims.convert_element_type.default:1,253
sum_sum_sum_3e8dba104ec0,repros/canonical/sum_sum_sum_3e8dba104ec0/repro.py,sum_sum_sum,2.309387281905981,2.160601896612417,1.9139803713093488,1.7178919009683449,167.67999529838562,72.60800153017044,5,80.07199376821518,96.6877437562739,torchbench_hf_T5_base_train_001,aten.mul.Tensor:22;aten.add.Tensor:10;aten.view.default:8;aten.mul.Scalar:4;aten.pow.Tensor_Scalar:4;aten.sum.dim_IntList:4;aten.div.Scalar:2;aten.eq.Scalar:2;aten.expand.default:2;aten.index_put.default:2;aten.unsqueeze.default:2;aten.where.self:2,254
sum_sum_62f7c19427cb,repros/canonical/sum_sum_62f7c19427cb/repro.py,sum_sum,2.1891440261151396,2.133468950873933,2.0302032738093967,1.9364727467142828,167.77600347995758,76.64000242948532,2,85.13600105047226,96.23491537938015,torchbench_densenet121_train_001,aten.mul.Tensor:9;aten.unsqueeze.default:9;aten.slice.Tensor:4;aten.add.Tensor:3;aten.sub.Tensor:3;aten.sum.dim_IntList:2;aten.le.Scalar:1;aten.where.self:1,255
sum_sum_sum_26d7add77ccd,repros/canonical/sum_sum_sum_26d7add77ccd/repro.py,sum_sum_sum,2.332475359256876,2.1323659469692084,1.8200686551940644,1.5875611658787334,173.98400604724884,74.5920017361641,7,78.39200431108475,95.78419864719702,timm_adv_inception_v3_train;timm_adv_inception_v3_train_001;timm_inception_v3_train;timm_inception_v3_train_001;timm_timm_adv_inception_v3_train_train_001;timm_timm_inception_v3_train_train_001,aten.unsqueeze.default:96;aten.mul.Tensor:66;aten.sub.Tensor:24;aten.squeeze.dims:12;aten.sum.dim_IntList:12;aten.add.Tensor:9;aten.slice.Tensor:8;aten.le.Scalar:6;aten.relu.default:6;aten.where.self:6;aten.avg_pool2d_backward.default:1,256
sum_sum_4af669d6f405,repros/canonical/sum_sum_4af669d6f405/repro.py,sum_sum,2.3412949919105563,2.3030934686210407,2.230312106036635,2.161989839251443,141.15199446678162,60.28800085186958,1,77.86399361491203,95.56300249592866,torchbench_shufflenet_v2_x1_0_train_001,aten.unsqueeze.default:16;aten.mul.Tensor:11;aten.sub.Tensor:4;aten.slice.Tensor:2;aten.squeeze.dims:2;aten.sum.dim_IntList:2;aten.view.default:2;aten.add.Tensor:1;aten.cat.default:1;aten.clone.default:1;aten.le.Scalar:1;aten.permute.default:1,257
var_mean_mean_1e867cdb78f5,repros/canonical/var_mean_mean_1e867cdb78f5/repro.py,var_mean_mean,3.803709726392497,3.3223087179627626,2.6512256059127743,2.205691381850199,78.75200361013412,20.70399932563305,3,49.048004284501076,94.53547432738807,timm_ghostnet_100_train;timm_ghostnet_100_train_000;timm_timm_ghostnet_100_train_train_000,aten.mul.Tensor:7;aten.add.Tensor:4;aten.unsqueeze.default:4;<built-in function getitem>:2;aten.copy_.default:2;aten.squeeze.dims:2;aten.cat.default:1;aten.mean.dim:1;aten.relu.default:1;aten.rsqrt.default:1;aten.sub.Tensor:1;aten.var_mean.correction:1,258
amax_sum_sum_cbc032540f01,repros/canonical/amax_sum_sum_cbc032540f01/repro.py,amax_sum_sum,2.1710362543390507,2.1160008573894586,2.013896971276751,1.9211931854883015,166.9439971446991,76.89599692821503,2,84.04800021648407,93.99792336516317,hf_AlbertForMaskedLM_train_000;hf_MT5ForConditionalGeneration_train_000;torchbench_hf_Albert_train_000;torchbench_hf_Bert_large_train_000;torchbench_hf_Bert_train_000;torchbench_hf_DistilBert_train_000;torchbench_hf_Roberta_base_train_000,aten.view.default:3;aten.sub.Tensor:2;aten.sum.default:2;aten.where.self:2;aten.amax.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.full.default:1;aten.gather.default:1;aten.log.default:1;aten.ne.Scalar:1;aten.neg.default:1,259
sum_fd44d96c0b10,repros/canonical/sum_fd44d96c0b10/repro.py,sum,3.215706925949798,2.843518622916634,2.3090226395110833,1.9436709550922722,98.27200323343277,30.559999868273735,4,55.712003365159035,93.88229847701308,hf_AllenaiLongformerBase_train_005,aten.view.default:7;aten.permute.default:5;aten.as_strided.default:1;aten.clone.default:1;aten.index_put.default:1;aten.squeeze.dim:1;aten.sum.dim_IntList:1,260
sum_sum_384d663c041d,repros/canonical/sum_sum_384d663c041d/repro.py,sum_sum,2.3290460968488134,2.2906838935032883,2.2176298085907074,2.1490913674348775,139.0720009803772,59.7120001912117,1,76.3600007891655,93.13928580724108,timm_ghostnet_100_train;timm_ghostnet_100_train_001;timm_timm_ghostnet_100_train_train_001,aten.unsqueeze.default:16;aten.mul.Tensor:12;aten.sub.Tensor:4;aten.add.Tensor:3;aten.squeeze.dims:2;aten.sum.dim_IntList:2;aten.clamp_max.default:1;aten.clamp_min.default:1;aten.div.Scalar:1;aten.div.Tensor:1;aten.expand.default:1;aten.le.Scalar:1,261
var_mean_4e03c7a2956d,repros/canonical/var_mean_4e03c7a2956d/repro.py,var_mean,3.0367347355756666,2.8546763002208166,2.549036442426231,2.302514544988724,95.23200243711472,31.360000371932983,2,57.87200206518173,92.74109236642747,timm_tf_efficientnet_b0_train;timm_tf_efficientnet_b0_train_000;timm_timm_tf_efficientnet_b0_train_train_000,aten.mul.Tensor:7;aten.add.Tensor:5;aten.unsqueeze.default:4;<built-in function getitem>:2;aten.copy_.default:2;aten.squeeze.dims:2;aten.constant_pad_nd.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.neg.default:1;aten.rsqrt.default:1;aten.sub.Tensor:1,262
var_mean_sum_87c8c4a61b33,repros/canonical/var_mean_sum_87c8c4a61b33/repro.py,var_mean_sum,1.7077757432581215,1.6886901857860392,1.6517708563781026,1.6164313013883416,302.2080063819885,176.96000635623932,2,119.2480000257492,92.07359164834084,genai_LayerNormBackward_000,<built-in function getitem>:2;aten.mul.Tensor:2;prims.convert_element_type.default:2;aten.add.Tensor:1;aten.rsqrt.default:1;aten.sub.Tensor:1;aten.sum.default:1;aten.var_mean.correction:1,263
sum_sum_sum_bebd11dba544,repros/canonical/sum_sum_sum_bebd11dba544/repro.py,sum_sum_sum,2.3961005825962505,2.2182638857244825,1.9315479522073733,1.7104661015688047,149.4400054216385,62.3680017888546,5,72.07200363278389,90.8603440112659,timm_beit_base_patch16_224_train_001;timm_timm_beit_base_patch16_224_train_train_001,aten.mul.Tensor:8;aten.sum.dim_IntList:6;aten.view.default:5;aten.sub.Tensor:2;aten.add.Tensor:1;aten.permute.default:1,264
sum_sum_sum_fb068b7d821b,repros/canonical/sum_sum_sum_fb068b7d821b/repro.py,sum_sum_sum,2.3938462978613253,2.216261256467889,1.9299225865791945,1.709107641046228,149.3760049343109,62.39999830722809,5,71.97600662708282,90.64158213130438,timm_beit_base_patch16_224_train,aten.mul.Tensor:8;aten.sum.dim_IntList:6;aten.reshape.default:5;aten.sub.Tensor:2;aten.add.Tensor:1;aten.permute.default:1,265
sum_sum_sum_b8d91626261d,repros/canonical/sum_sum_sum_b8d91626261d/repro.py,sum_sum_sum,2.7944607687993352,2.4584803876976453,1.9819075472613863,1.6600996494601792,122.68800288438797,43.90399903059006,6,60.78400385379791,90.11653580788142,hf_MT5ForConditionalGeneration_train_001;hf_MT5ForConditionalGeneration_train_018,aten.add.Tensor:16;aten.view.default:9;aten.mul.Tensor:6;aten.sum.dim_IntList:4;aten.permute.default:3;aten.unsqueeze.default:3;aten.where.self:3;aten.clone.default:2;aten.eq.Scalar:2;aten.full.default:2;aten.index_put.default:2;aten.neg.default:2,266
amax_sum_1a6624550d06,repros/canonical/amax_sum_1a6624550d06/repro.py,amax_sum,3.0108225303210574,2.9123266341734415,2.733480732972074,2.575329798493197,89.02399986982346,29.56799976527691,1,56.45600010454655,89.77394172317202,timm_swin_base_patch4_window7_224_infer;timm_swin_base_patch4_window7_224_train,aten.reshape.default:6;aten.unsqueeze.default:3;aten.add.Tensor:2;aten.amax.default:1;aten.clone.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.expand.default:1;aten.index.Tensor:1;aten.permute.default:1;aten.sub.Tensor:1;aten.sum.dim_IntList:1,267
sum_sum_cb1e4e3e8236,repros/canonical/sum_sum_cb1e4e3e8236/repro.py,sum_sum,1.4296791041057197,1.4228521228624187,1.4093919105529942,1.3961839794653876,595.9360003471375,416.83200001716614,2,173.1040003299713,89.26823838635087,hf_MegatronBertForCausalLM_train_001;hf_MegatronBertForCausalLM_train_008,aten.view.default:6;aten.sub.Tensor:3;aten.where.self:3;aten.full.default:2;aten.mul.Tensor:2;aten.scalar_tensor.default:2;aten.sum.dim_IntList:2;aten.add.Tensor:1;aten.clone.default:1;aten.div.Tensor:1;aten.eq.Tensor:1;aten.exp.default:1,268
amax_sum_sum_674523e70161,repros/canonical/amax_sum_sum_674523e70161/repro.py,amax_sum_sum,2.128647883590415,2.075335722469853,1.976340501997892,1.8863595980522205,165.72800278663635,77.85599678754807,2,81.87200599908829,89.23535496364082,hf_AlbertForMaskedLM_infer_000;hf_BlenderbotForCausalLM_infer_000;hf_DebertaV2ForMaskedLM_infer_000;hf_GoogleFnet_infer_000;hf_M2M100ForConditionalGeneration_infer_000;hf_MT5ForConditionalGeneration_infer_000,aten.ne.Scalar:3;aten.view.default:3;aten.full.default:2;aten.sub.Tensor:2;aten.sum.default:2;aten.where.self:2;aten.amax.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.gather.default:1;aten.log.default:1;aten.neg.default:1,269
sum_sum_sum_68efcf13bb7a,repros/canonical/sum_sum_sum_68efcf13bb7a/repro.py,sum_sum_sum,2.5144437995212305,2.335045702378929,2.043456585806582,1.8166075025955446,130.91200590133667,52.06400156021118,4,66.84800434112549,88.92384303704064,hf_BertForMaskedLM_train_001;hf_DebertaV2ForMaskedLM_train_001;hf_DebertaV2ForMaskedLM_train_012;hf_DistilBertForMaskedLM_train_001;hf_DistilBertForMaskedLM_train_011;hf_ElectraForCausalLM_train_001;hf_ElectraForCausalLM_train_011;hf_LayoutLMForMaskedLM_train_001,aten.mul.Tensor:8;aten.sum.dim_IntList:5;aten.view.default:5;aten.add.Tensor:3;aten.sub.Tensor:2;aten.permute.default:1;prims.convert_element_type.default:1,270
mean_5c93e9826aa8,repros/canonical/mean_5c93e9826aa8/repro.py,mean,4.4470590464238064,3.404127724495583,2.317241459502441,1.7564376141123734,72.57600128650665,16.3199994713068,5,41.25600181519985,88.8180478834615,timm_adv_inception_v3_infer_000;timm_inception_v3_infer_000;timm_timm_adv_inception_v3_infer_infer_000;timm_timm_inception_v3_infer_infer_000,aten.unsqueeze.default:48;aten.mul.Tensor:18;aten.add.Tensor:12;aten.reciprocal.default:6;aten.relu.default:6;aten.sqrt.default:6;aten.sub.Tensor:6;aten.cat.default:3;aten.as_strided.default:1;aten.mean.dim:1;aten.view.default:1,271
sum_sum_4bd81dea302d,repros/canonical/sum_sum_4bd81dea302d/repro.py,sum_sum,4.4827016331995,3.063326681495485,1.8755815632327832,1.3515459904250071,87.07199990749359,19.42400075495243,9,40.64799915254116,87.97724803465604,hf_AllenaiLongformerBase_train_005,aten.view.default:15;aten.permute.default:8;aten.as_strided.default:3;aten.clone.default:2;aten.index_put.default:2;aten.squeeze.dim:2;aten.sum.dim_IntList:2;aten.div.Tensor:1;aten.full.default:1;prims.iota.default:1,272
sum_sum_sum_f0dba933dc86,repros/canonical/sum_sum_sum_f0dba933dc86/repro.py,sum_sum_sum,3.4570082263399056,2.8316449459218296,2.079348203469537,1.6428771289069912,93.91999989748001,27.168000116944313,6,48.7519997805357,87.24287544248803,timm_deit_base_distilled_patch16_224_train_001;timm_timm_deit_base_distilled_patch16_224_train_train_001,aten.mul.Tensor:6;aten.sum.dim_IntList:5;aten.select_scatter.default:2;aten.sub.Tensor:2;aten.view.default:2;aten.add.Tensor:1;aten.full.default:1;aten.permute.default:1,273
argmax_mean_9cf9e9271ff1,repros/canonical/argmax_mean_9cf9e9271ff1/repro.py,argmax_mean,4.601351204308625,3.590509559851832,2.494505427113974,1.9111318499542809,65.37599861621857,14.208000153303146,4,39.16799846291542,86.25018776297645,torchbench_hf_Reformer_infer_005,aten.view.default:12;aten.expand.default:7;aten.cat.default:5;aten.slice.Tensor:4;aten.add.Tensor:3;aten.mul.Tensor:3;aten.permute.default:3;<built-in function getitem>:2;aten.gather.default:2;aten.remainder.Scalar:2;aten.repeat.default:2;aten.unsqueeze.default:2,274
sum_sum_sum_33dcb3bff2b0,repros/canonical/sum_sum_sum_33dcb3bff2b0/repro.py,sum_sum_sum,2.880570231690345,2.591820218918708,2.158984524068911,1.8500285326149863,103.42399775981903,35.90400144457817,4,55.51999631524086,84.74319248746855,timm_beit_base_patch16_224_train_001;timm_timm_beit_base_patch16_224_train_train_001,aten.mul.Tensor:7;aten.sum.dim_IntList:6;aten.sub.Tensor:3;aten.slice.Tensor:2;aten.view.default:2;aten.add.Tensor:1;aten.div.Tensor:1;aten.permute.default:1,275
amax_sum_any_a6daa5fac790,repros/canonical/amax_sum_any_a6daa5fac790/repro.py,amax_sum_any,3.3928035261100624,3.24095947606558,2.9746959685884264,2.7488611739400315,72.41600006818771,21.344000473618507,1,48.071999594569206,84.72583628986114,torchbench_hf_Bart_train_008,aten.logical_not.default:2;aten.mul.Tensor:2;aten.view.default:2;aten.where.self:2;aten.add.Tensor:1;aten.amax.default:1;aten.any.dim:1;aten.div.Tensor:1;aten.eq.Scalar:1;aten.exp.default:1;aten.expand.default:1;aten.full.default:1,276
var_mean_var_mean_var_mean_97062ec87370,repros/canonical/var_mean_var_mean_var_mean_97062ec87370/repro.py,var_mean_var_mean_var_mean,4.86132831928903,3.1377246734924964,1.8358842674276712,1.2975368668677996,79.64800298213959,16.383999958634377,9,36.26400302350521,82.7309040638973,timm_adv_inception_v3_train_000;timm_inception_v3_train_000;timm_timm_adv_inception_v3_train_train_000;timm_timm_inception_v3_train_train_000,aten.mul.Tensor:42;aten.add.Tensor:24;aten.unsqueeze.default:24;<built-in function getitem>:12;aten.copy_.default:12;aten.squeeze.dims:12;aten.relu.default:6;aten.rsqrt.default:6;aten.sub.Tensor:6;aten.var_mean.correction:6;aten.cat.default:3;aten.as_strided.default:1,277
var_mean_var_mean_var_mean_850dfa63ec81,repros/canonical/var_mean_var_mean_var_mean_850dfa63ec81/repro.py,var_mean_var_mean_var_mean,2.9151249976248232,2.8192579574262777,2.6452726499840526,2.491513488248762,85.7279971241951,29.40800040960312,1,53.31999671459198,82.30249394885523,timm_repvgg_a2_train;timm_repvgg_a2_train_000;timm_timm_repvgg_a2_train_train_000,aten.mul.Tensor:21;aten.unsqueeze.default:21;aten.add.Tensor:14;aten.squeeze.dims:9;<built-in function getitem>:6;aten.copy_.default:6;aten.rsqrt.default:3;aten.sub.Tensor:3;aten.var_mean.correction:3;aten.relu.default:1,278
sum_sum_sum_f206fcfd9c32,repros/canonical/sum_sum_sum_f206fcfd9c32/repro.py,sum_sum_sum,2.420143042380589,2.252357193744724,1.9780808633642915,1.7633521521289846,129.95199859142303,53.69599908590317,4,64.25599950551987,81.93233150954043,torchbench_BERT_pytorch_train_001,aten.mul.Tensor:9;aten.view.default:7;aten.add.Tensor:6;aten.sum.dim_IntList:5;aten.div.Tensor:4;aten.mul.Scalar:2;aten.neg.default:2;prims.convert_element_type.default:2;aten.div.Scalar:1;aten.eq.Scalar:1;aten.expand.default:1;aten.permute.default:1,279
sum_403da67893be,repros/canonical/sum_403da67893be/repro.py,sum,1.5094733897554085,1.504010142457559,1.4932014342600752,1.4825469731170797,415.5519902706146,275.29600262641907,1,137.25598764419556,81.5362776585923,vllm_Qwen_Qwen3-0.6B_001;vllm_Qwen_Qwen3-30B-A3B_001;vllm_meta-llama_Llama-3.2-1B_001;vllm_mistralai_Mistral-7B-Instruct-v0.3_001,aten.view.default:5;aten.sub.Tensor:3;aten.where.self:3;aten.full.default:2;aten.mul.Tensor:2;aten.scalar_tensor.default:2;prims.convert_element_type.default:2;aten.add.Tensor:1;aten.clone.default:1;aten.div.Tensor:1;aten.eq.Tensor:1;aten.exp.default:1,280
sum_sum_sum_2c3a34d36aa8,repros/canonical/sum_sum_sum_2c3a34d36aa8/repro.py,sum_sum_sum,2.1926693356120395,2.071016571098912,1.8641631302986592,1.6948784232254281,149.31200444698334,68.09599697589874,4,69.2160074710846,78.40015931022566,timm_dm_nfnet_f0_train;timm_dm_nfnet_f0_train_001;timm_timm_dm_nfnet_f0_train_train_001;torchbench_timm_nfnet_train_001,aten.mul.Tensor:12;aten.sum.dim_IntList:2;aten.add.Tensor:1;aten.sigmoid.default:1;aten.sub.Tensor:1;aten.sum.default:1,281
sum_sum_ece81a19042b,repros/canonical/sum_sum_ece81a19042b/repro.py,sum_sum,1.8195797567892331,1.7630991323258454,1.6600421315273284,1.5683676139252243,227.2000014781952,124.86399710178375,4,90.33600437641144,78.01465121566014,timm_ghostnet_100_train;timm_ghostnet_100_train_001;timm_mobilevit_s_train;timm_mobilevit_s_train_001;timm_mobilevit_s_train_041;timm_timm_ghostnet_100_train_train_001;timm_timm_mobilevit_s_train_train_001,aten.mul.Tensor:9;aten.unsqueeze.default:9;aten.sub.Tensor:3;aten.sum.dim_IntList:2;aten.add.Tensor:1;aten.slice.Tensor:1,282
amax_sum_any_3e6e6f246ff6,repros/canonical/amax_sum_any_3e6e6f246ff6/repro.py,amax_sum_any,2.6477478825782574,2.5752465685082746,2.4415369803767892,2.321026759768821,94.04800087213516,35.51999852061272,1,55.528002351522446,78.0038361958325,torchbench_hf_DistilBert_train_000,aten.full.default:3;aten.unsqueeze.default:3;aten.add.Tensor:2;aten.expand.default:2;aten.logical_not.default:2;aten.mul.Tensor:2;aten.view.default:2;aten.where.self:2;aten.amax.default:1;aten.any.dim:1;aten.div.Tensor:1;aten.eq.Scalar:1,283
sum_sum_sum_33f45f532ce3,repros/canonical/sum_sum_sum_33f45f532ce3/repro.py,sum_sum_sum,3.1910965665697173,2.6513305845194908,1.9811256971520625,1.5813828264350345,94.04800087213516,29.472000896930695,6,46.57599997520447,77.97065834779879,timm_deit_base_distilled_patch16_224_train,aten.mul.Tensor:6;aten.sum.dim_IntList:5;aten.reshape.default:2;aten.select_scatter.default:2;aten.sub.Tensor:2;aten.add.Tensor:1;aten.full.default:1;aten.permute.default:1,284
sum_sum_sum_1cad42039094,repros/canonical/sum_sum_sum_1cad42039094/repro.py,sum_sum_sum,2.2125792572078167,2.0854779681890925,1.8705688633872655,1.6958146732682726,145.21600306034088,65.63200056552887,4,67.58400249481201,77.43296072938419,timm_swin_base_patch4_window7_224_train_001;timm_swin_base_patch4_window7_224_train_041;timm_timm_swin_base_patch4_window7_224_train_train_001,aten.mul.Tensor:7;aten.view.default:7;aten.sum.dim_IntList:5;aten.permute.default:2;aten.sub.Tensor:2;aten.add.Tensor:1;aten.clone.default:1;aten.div.Tensor:1;prims.convert_element_type.default:1,285
sum_c2895e89552b,repros/canonical/sum_c2895e89552b/repro.py,sum,4.3616600640468315,3.182408083126701,2.06551241758437,1.528922773961719,70.62400132417679,16.1920003592968,6,36.43200096487999,77.41353310521077,hf_AllenaiLongformerBase_train_005,aten.view.default:7;aten.permute.default:3;aten.as_strided.default:2;aten.clone.default:2;aten.constant_pad_nd.default:1;aten.full.default:1;aten.index_put.default:1;aten.squeeze.dim:1;aten.sum.dim_IntList:1;prims.iota.default:1,286
sum_mean_39228c93d6a4,repros/canonical/sum_mean_39228c93d6a4/repro.py,sum_mean,3.2739542396661565,2.9062594671387685,2.3731964667807,2.0053730826762113,77.63200253248215,23.711999878287315,3,44.92000265419483,76.8596588865716,timm_convnextv2_nano.fcmae_ft_in22k_in1k_train_000;timm_timm_convnextv2_nano.fcmae_ft_in22k_in1k_train_train_000,aten.mul.Tensor:4;aten.add.Tensor:3;aten.pow.Tensor_Scalar:2;aten.view.default:2;aten.addcmul.default:1;aten.div.Tensor:1;aten.erf.default:1;aten.mean.dim:1;aten.sum.dim_IntList:1,287
mean_var_5f74618c3485,repros/canonical/mean_var_5f74618c3485/repro.py,mean_var,2.8730335294430036,2.7755764923986157,2.5992374566681296,2.4439664055910293,81.82399719953537,28.48000079393387,1,50.3439964056015,76.65250175836434,torchbench_BERT_pytorch_train_000,aten.mul.Tensor:5;aten.add.Tensor:3;aten.gt.Scalar:2;aten.view.default:2;prims.inductor_lookup_seed.default:2;prims.inductor_random.default:2;aten.div.Tensor:1;aten.mean.dim:1;aten.sqrt.default:1;aten.sub.Tensor:1;aten.var.correction:1,288
sum_sum_sum_1482b693d4f2,repros/canonical/sum_sum_sum_1482b693d4f2/repro.py,sum_sum_sum,2.192270652247513,2.067426078065146,1.8560328124554075,1.6838590776691047,145.21600306034088,66.23999774456024,4,66.97600531578064,75.84536449207614,timm_swin_base_patch4_window7_224_train,aten.mul.Tensor:7;aten.reshape.default:7;aten.sum.dim_IntList:5;aten.permute.default:2;aten.sub.Tensor:2;aten.add.Tensor:1;aten.clone.default:1;aten.div.Tensor:1;prims.convert_element_type.default:1,289
amax_sum_any_747353f99629,repros/canonical/amax_sum_any_747353f99629/repro.py,amax_sum_any,2.585726711743408,2.5172632857605826,2.3906658582059914,2.2761922982838545,95.07200121879578,36.768000572919846,1,55.30400064587593,75.79799328161923,torchbench_hf_Bert_large_train_000,aten.logical_not.default:2;aten.mul.Tensor:2;aten.view.default:2;aten.add.Tensor:1;aten.amax.default:1;aten.any.dim:1;aten.div.Tensor:1;aten.eq.Scalar:1;aten.exp.default:1;aten.expand.default:1;aten.gt.Scalar:1;aten.permute.default:1,290
sum_sum_2b7bf2b45160,repros/canonical/sum_sum_2b7bf2b45160/repro.py,sum_sum,3.3470394510098265,3.1834180395714484,2.899893087482178,2.6627412073762553,65.11999666690826,19.45599913597107,1,42.663997530937195,74.35846505518283,torchbench_mobilenet_v3_large_train_001,aten.unsqueeze.default:16;aten.mul.Tensor:12;aten.sub.Tensor:4;aten.add.Tensor:2;aten.squeeze.dims:2;aten.sum.dim_IntList:2;aten.where.self:2;aten.div.Scalar:1;aten.div.Tensor:1;aten.expand.default:1;aten.le.Scalar:1;aten.lt.Scalar:1,291
mean_d0fc206717a8,repros/canonical/mean_d0fc206717a8/repro.py,mean,4.141731980318478,3.1674819296613204,2.1540823123512234,1.6319564959495414,67.32799857854843,16.256000846624374,5,36.07199773192406,73.95604330138661,timm_adv_inception_v3_infer;timm_inception_v3_infer,aten.unsqueeze.default:48;aten.mul.Tensor:18;aten.add.Tensor:12;aten.reciprocal.default:6;aten.relu.default:6;aten.sqrt.default:6;aten.sub.Tensor:6;aten.cat.default:3;aten.as_strided.default:1;aten.mean.dim:1;aten.reshape.default:1,292
sum_sum_sum_3e04a44dd549,repros/canonical/sum_sum_sum_3e04a44dd549/repro.py,sum_sum_sum,3.525129617963065,3.180609537462319,2.660562215516406,2.2866777113284,65.08799642324448,18.464000895619392,2,40.623995527625084,73.8412741236817,timm_ghostnet_100_train;timm_ghostnet_100_train_001;timm_timm_ghostnet_100_train_train_001,aten.mul.Tensor:18;aten.unsqueeze.default:18;aten.sub.Tensor:6;aten.sum.dim_IntList:4;aten.copy.default:2;aten.add.Tensor:1;aten.clone.default:1;aten.new_empty_strided.default:1;aten.slice.Tensor:1,293
amax_sum_17ab35828f89,repros/canonical/amax_sum_17ab35828f89/repro.py,amax_sum,3.4954126490476534,3.3058566542000816,2.9823873229462246,2.7165774076176255,60.95999851822853,17.44000054895878,1,40.51999796926975,73.15734826982352,timm_swin_base_patch4_window7_224_infer;timm_swin_base_patch4_window7_224_train,aten.reshape.default:4;aten.add.Tensor:1;aten.amax.default:1;aten.clone.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.expand.default:1;aten.index.Tensor:1;aten.permute.default:1;aten.sub.Tensor:1;aten.sum.dim_IntList:1;aten.unsqueeze.default:1,294
amax_sum_any_fd11cc31d3d3,repros/canonical/amax_sum_any_fd11cc31d3d3/repro.py,amax_sum_any,2.9392059998663966,2.8295013898922527,2.6329536467849812,2.4619382156942495,75.80800354480743,25.79200081527233,1,47.0160027295351,73.12993546801995,hf_MobileBertForMaskedLM_train_000,aten.full.default:3;aten.unsqueeze.default:3;aten.add.Tensor:2;aten.expand.default:2;aten.logical_not.default:2;aten.mul.Tensor:2;aten.view.default:2;aten.where.self:2;aten.amax.default:1;aten.any.dim:1;aten.div.Tensor:1;aten.eq.Scalar:1,295
amax_sum_9f4956227a79,repros/canonical/amax_sum_9f4956227a79/repro.py,amax_sum,3.4688642864993735,3.281073893599175,2.9605313216409352,2.697045097253398,60.60799956321716,17.472000792622566,1,40.1359987705946,72.0225807642281,timm_swin_base_patch4_window7_224_infer_000;timm_swin_base_patch4_window7_224_train_000;timm_timm_swin_base_patch4_window7_224_infer_infer_000;timm_timm_swin_base_patch4_window7_224_train_train_000,aten.view.default:4;aten.add.Tensor:1;aten.amax.default:1;aten.clone.default:1;aten.div.Tensor:1;aten.exp.default:1;aten.expand.default:1;aten.index.Tensor:1;aten.permute.default:1;aten.sub.Tensor:1;aten.sum.dim_IntList:1;aten.unsqueeze.default:1,296
pointwise_2eae25328292,repros/canonical/pointwise_2eae25328292/repro.py,pointwise,4.141809232147735,3.592788920610968,2.8398993733984046,2.347886315092685,54.207999259233475,13.088000006973743,2,35.11999925225973,72.00516850638843,torchbench_shufflenet_v2_x1_0_infer_000,aten.unsqueeze.default:8;aten.mul.Tensor:3;prims.convert_element_type.default:3;<built-in function getitem>:2;aten.add.Tensor:2;aten.view.default:2;aten.cat.default:1;aten.clone.default:1;aten.permute.default:1;aten.reciprocal.default:1;aten.relu.default:1;aten.split.Tensor:1,297
