dir,shape_hash,triton_us,cutile_us,cutile_over_triton,triton_status,cutile_status,compile_us_triton,compile_us_cutile,triton_ratio,cutile_ratio
sum_f9fb5674c3a0,0c6e91db,41.79,,,GOOD,NUMERICS_WORSE_THAN_COMPILED,57.12,,1.367,
sum_fc6414493f21,197ee996,12.51,23.81,1.9032773780975218,GOOD,BAD_ORACLE,15.3,15.33,1.223,0.644
sum_fd21659bddfb,11dbdf2e,405.34,,,GOOD,,667.52,,1.647,
sum_sum_0189bf613c7e,19c66925,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_019999975a39,79fb3aff,36.51,,,AT_FLOOR,,36.7,,1.005,
sum_sum_019999975a39,a44186d7,51.04,,,GOOD,,54.34,,1.065,
sum_sum_03624e225234,185fdb55,30.05,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,26.66,,0.887,
sum_sum_03f9b31579a0,3e5640ef,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_052b3bc6efa8,f00fbabc,890.72,4460.58,5.007836357104365,GOOD,BAD_ORACLE,1514.5,1506.18,1.7,0.338
sum_sum_057287685232,529a48b9,11.42,14.24,1.2469352014010509,GOOD,BAD_ORACLE,13.06,12.9,1.143,0.906
sum_sum_0751856ae3a8,ffa43910,,,,NUMERICS_WORSE_THAN_COMPILED,,,,,
sum_sum_0c9cec267360,756f1cd5,7.71,19.1,2.477302204928664,AT_FLOOR,BAD_ORACLE,8.0,7.94,1.037,0.415
sum_sum_0d18e12d3f2f,ef0a0981,268.13,1923.14,7.172416365195987,BAD_ORACLE,BAD_ORACLE,230.3,230.34,0.859,0.12
sum_sum_0fbee3d7ac79,08ef2101,8.99,16.26,1.8086763070077865,GOOD,BAD_ORACLE,10.59,10.21,1.178,0.628
sum_sum_12bce2738ed4,a7c9263b,18.21,123.87,6.802306425041186,GOOD,BAD_ORACLE,20.93,20.19,1.149,0.163
sum_sum_12fc8ebf8180,15406f9b,6.75,,,AT_FLOOR,,6.98,,1.033,
sum_sum_12fc8ebf8180,49f9b4bd,7.04,,,AT_FLOOR,,7.14,,1.014,
sum_sum_12fc8ebf8180,a564ddd4,7.49,,,GOOD,,8.26,,1.103,
sum_sum_139d37b65771,3746d560,251.17,734.18,2.923040171995063,BAD_ORACLE,BAD_ORACLE,175.17,175.9,0.697,0.24
sum_sum_155a95ba3ca8,0552233c,145.34,996.29,6.854891977432228,BAD_ORACLE,BAD_ORACLE,130.94,131.07,0.901,0.132
sum_sum_15a53cd163aa,a93d5c9d,258.02,472.93,1.8329199286876987,BAD_ORACLE,BAD_ORACLE,186.11,186.24,0.721,0.394
sum_sum_17d3d92edca8,7b151c28,502.88,705.6,1.403118040089087,BAD_ORACLE,BAD_ORACLE,334.85,335.78,0.666,0.476
sum_sum_18bae59d9cc2,1cc77f2b,276.38,911.36,3.2974889644692094,BAD_ORACLE,BAD_ORACLE,194.43,194.4,0.703,0.213
sum_sum_1a943d67c256,11c59fce,251.78,1155.9,4.590912701564859,BAD_ORACLE,BAD_ORACLE,177.98,177.02,0.707,0.153
sum_sum_1cfb1f3be4bb,a67efa72,153.5,602.08,3.9223452768729645,GOOD,BAD_ORACLE,192.38,192.29,1.253,0.319
sum_sum_1e07e3ba8c68,8399096d,,,,UNVERIFIED_NUMERICS,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_1ec65e499477,0e23e8e0,32.29,37.89,1.1734283059770827,AT_FLOOR,BAD_ORACLE,32.22,32.48,0.998,0.857
sum_sum_1ed9095f244e,a44186d7,37.7,237.5,6.29973474801061,GOOD,BAD_ORACLE,40.96,40.74,1.087,0.172
sum_sum_1f47655da3e5,09c2ade4,87.81,122.59,1.3960824507459286,BAD_ORACLE,BAD_ORACLE,28.42,28.54,0.324,0.233
sum_sum_209558699f09,4d18b4bc,6.43,6.82,1.0606531881804044,GOOD,GOOD,7.74,7.78,1.204,1.141
sum_sum_21e1fb8d648a,6542053c,55.01,99.36,1.8062170514451918,GOOD,BAD_ORACLE,64.32,64.45,1.169,0.649
sum_sum_265e9af469d5,dc9eccc3,126.72,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,116.8,,0.922,
sum_sum_2928b7b46154,f315b950,9.28,16.03,1.7273706896551726,AT_FLOOR,BAD_ORACLE,9.31,9.22,1.003,0.575
sum_sum_2aa5561ee43a,cbafcb75,,30.46,,NUMERICS_WORSE_THAN_COMPILED,BAD_ORACLE,,10.4,,0.341
sum_sum_2aec3d12d3d5,020b9e29,2624.26,18115.58,6.90311935555166,GOOD,BAD_ORACLE,5210.11,5215.23,1.985,0.288
sum_sum_2b33da3550b0,cc6a993c,19.36,42.82,2.2117768595041323,BAD_ORACLE,BAD_ORACLE,18.11,18.34,0.936,0.428
sum_sum_2cd99e5eb23e,cbc6f48e,432.03,871.36,2.0168969747471244,AT_FLOOR,BAD_ORACLE,420.9,420.96,0.974,0.483
sum_sum_2d8146dc520a,e5f2e3e0,1662.88,11614.34,6.98447272202444,BAD_ORACLE,BAD_ORACLE,973.79,972.8,0.586,0.084
sum_sum_2e7998fcb884,b3c0b271,63.26,109.66,1.733480872589314,GOOD,BAD_ORACLE,73.28,72.0,1.158,0.657
sum_sum_3104a9ce2ada,5096a4b4,52.9,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,46.02,,0.87,
sum_sum_3280cef0c732,d01c3ddd,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_34b54dfb6c54,77702286,45.95,92.58,2.0147986942328617,GOOD,BAD_ORACLE,49.31,47.1,1.073,0.509
sum_sum_363fe08c0e63,34d0cb10,81.86,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,75.62,,0.924,
sum_sum_370ed60792c7,86b8300f,8.74,,,GOOD,NUMERICS_WORSE_THAN_COMPILED,9.22,,1.055,
sum_sum_3893725b5152,9983a35a,20.86,51.68,2.4774688398849474,AT_FLOOR,BAD_ORACLE,19.97,17.95,0.957,0.347
sum_sum_38fa7c1b328d,c4d61901,30.88,174.88,5.66321243523316,GOOD,BAD_ORACLE,32.54,33.12,1.054,0.189
sum_sum_393ad7af35f7,57ba714d,1771.46,18064.22,10.197362627437256,GOOD,BAD_ORACLE,1907.62,1907.58,1.077,0.106
sum_sum_3e2827a51f95,453e4b44,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_3e454120af0f,0c2bc8b7,9.15,129.95,14.202185792349725,AT_FLOOR,BAD_ORACLE,9.15,9.54,1.0,0.073
sum_sum_3fb78031bd33,38d67daf,,,,NUMERICS_WORSE_THAN_COMPILED,,,,,
sum_sum_3fb78031bd33,dde2872d,8.99,,,AT_FLOOR,,8.74,,0.972,
sum_sum_4100b99aa8b9,515bd88b,15.26,18.27,1.1972477064220184,AT_FLOOR,BAD_ORACLE,15.14,14.53,0.992,0.795
sum_sum_41826392af68,aa052f71,95.97,1283.97,13.378868396373868,GOOD,BAD_ORACLE,159.65,159.55,1.664,0.124
sum_sum_4289edc98a8d,ad0f8f2b,32.67,41.06,1.2568105295378023,GOOD,BAD_ORACLE,34.66,34.66,1.061,0.844
sum_sum_44fbd6471588,d82d2bc6,,17625.12,,,BAD_ORACLE,,2148.19,,0.122
sum_sum_47b68e6603ba,6bc30484,7.94,8.19,1.0314861460957179,AT_FLOOR,AT_FLOOR,8.06,8.22,1.016,1.004
sum_sum_4866e4c367cc,13ede9b8,7.74,7.65,0.9883720930232558,GOOD,GOOD,8.8,8.16,1.136,1.067
sum_sum_4866e4c367cc,50808975,9.76,10.14,1.0389344262295084,AT_FLOOR,AT_FLOOR,9.57,9.95,0.98,0.981
sum_sum_48f6a6fbbd3e,b6ca30b3,31.65,77.25,2.440758293838863,GOOD,BAD_ORACLE,34.53,34.5,1.091,0.447
sum_sum_4c6ae5dbcf21,1c935b51,15.42,,,GOOD,,19.3,,1.251,
sum_sum_4c6ae5dbcf21,a4c9a272,21.98,,,GOOD,,24.77,,1.127,
sum_sum_4df091034d07,c98bcb56,22.94,72.64,3.166521360069747,BAD_ORACLE,BAD_ORACLE,17.98,18.34,0.784,0.252
sum_sum_4e92555c35a0,9be388cf,10.08,110.34,10.946428571428571,AT_FLOOR,BAD_ORACLE,9.86,9.95,0.978,0.09
sum_sum_4efc39f71987,0c2cfaff,8.77,,,AT_FLOOR,,8.93,,1.018,
sum_sum_4efc39f71987,e99e1f22,10.75,,,BAD_ORACLE,,9.6,,0.893,
sum_sum_50a94749c62d,fe80348b,30.34,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,31.33,,1.033,
sum_sum_556a358991be,fdf0143e,8.96,26.37,2.9430803571428568,GOOD,BAD_ORACLE,10.37,10.37,1.157,0.393
sum_sum_5618630d0a84,011490da,409.34,1654.72,4.042409732740509,BAD_ORACLE,BAD_ORACLE,365.7,366.46,0.893,0.221
sum_sum_563676e3726c,f0fa1db9,51.33,108.32,2.110266900448081,GOOD,BAD_ORACLE,58.78,59.17,1.145,0.546
sum_sum_57d47dc4b26f,65b58dc6,67.36,114.34,1.6974465558194776,AT_FLOOR,BAD_ORACLE,66.46,67.07,0.987,0.587
sum_sum_592ede6a40e5,bf7e56a6,157.5,327.42,2.0788571428571427,BAD_ORACLE,BAD_ORACLE,122.62,122.56,0.779,0.374
sum_sum_5be9fb234c82,8b6fe472,17.25,93.92,5.444637681159421,AT_FLOOR,BAD_ORACLE,17.28,17.34,1.002,0.185
sum_sum_5fd0fb59ba5c,9c8c8e5a,97.22,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,95.01,,0.977,
sum_sum_606011640906,571e1d6c,15.23,16.35,1.0735390676296783,BAD_ORACLE,BAD_ORACLE,14.3,14.53,0.939,0.888
sum_sum_634d8dfaedb5,220691ab,14.98,64.35,4.295727636849132,GOOD,BAD_ORACLE,17.89,18.08,1.194,0.281
sum_sum_6435ae06bfdf,4d29b7b6,9.73,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,9.18,,0.944,
sum_sum_64e7323dd3c2,342bbb54,10.75,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,10.14,,0.943,
sum_sum_6542e246541d,4ecbdfd8,448.7,1016.58,2.265611767327836,GOOD,BAD_ORACLE,554.85,554.98,1.237,0.546
sum_sum_668480e6f63c,28a9d256,19.3,138.37,7.169430051813471,GOOD,BAD_ORACLE,26.27,26.21,1.362,0.189
sum_sum_6a8cdea856dd,1f3fcf29,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_6a8cdea856dd,2f0e8753,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_6a8cdea856dd,33ee22dc,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_6a8cdea856dd,cd62c4c8,398.18,2977.6,7.478025013812848,BAD_ORACLE,BAD_ORACLE,334.72,335.1,0.841,0.113
sum_sum_6b1f51177c85,930e2c0b,269.28,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,125.76,,0.467,
sum_sum_7040624b7ae1,26501e14,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_70679a552198,387bfba2,78.78,3234.78,41.060929169840065,BAD_ORACLE,BAD_ORACLE,53.02,52.99,0.673,0.016
sum_sum_7155d62f36cd,12a31f97,,21.92,,,BAD_ORACLE,,17.95,,0.819
sum_sum_77f6be69be60,27bd32b1,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_78f580611c3f,1d8ef5f6,5.89,,,AT_FLOOR,,6.18,,1.049,
sum_sum_78f580611c3f,1d9c9eb5,6.24,,,AT_FLOOR,,6.02,,0.964,
sum_sum_78f580611c3f,27f8d48f,6.66,,,AT_FLOOR,,6.91,,1.038,
sum_sum_78f580611c3f,4035c1ca,5.82,,,AT_FLOOR,,5.86,,1.005,
sum_sum_78f580611c3f,48a71583,7.46,,,AT_FLOOR,,7.14,,0.957,
sum_sum_78f580611c3f,5274e21b,9.12,,,AT_FLOOR,,9.06,,0.993,
sum_sum_78f580611c3f,536e5c9c,8.96,,,BAD_ORACLE,,7.94,,0.886,
sum_sum_78f580611c3f,5b5eaa2a,13.47,,,AT_FLOOR,,13.73,,1.019,
sum_sum_78f580611c3f,60bfd0d5,5.66,,,AT_FLOOR,,5.76,,1.017,
sum_sum_78f580611c3f,6db1d2fa,7.1,,,AT_FLOOR,,7.01,,0.986,
sum_sum_78f580611c3f,73422ca5,6.82,,,AT_FLOOR,,6.82,,1.0,
sum_sum_78f580611c3f,7da1502a,5.92,,,AT_FLOOR,,5.79,,0.978,
sum_sum_78f580611c3f,91971ed7,5.79,,,AT_FLOOR,,5.82,,1.006,
sum_sum_78f580611c3f,97760c9d,6.05,,,AT_FLOOR,,5.92,,0.979,
sum_sum_78f580611c3f,9cebd270,5.89,,,AT_FLOOR,,5.73,,0.973,
sum_sum_78f580611c3f,a28caacd,6.08,,,AT_FLOOR,,6.08,,1.0,
sum_sum_78f580611c3f,a9796ac0,5.95,,,AT_FLOOR,,6.05,,1.016,
sum_sum_78f580611c3f,d2f96b40,11.23,,,AT_FLOOR,,11.1,,0.989,
sum_sum_78f580611c3f,f1e6452c,7.46,,,GOOD,,7.9,,1.06,
sum_sum_78f580611c3f,fcb0a01d,5.82,,,AT_FLOOR,,5.86,,1.005,
sum_sum_792cabdf2c7c,c9380b3e,15.55,97.92,6.2971061093247584,BAD_ORACLE,BAD_ORACLE,12.93,12.99,0.831,0.133
sum_sum_7ce96d2e23ba,a4350e46,32.61,79.55,2.439435755903097,BAD_ORACLE,BAD_ORACLE,24.32,24.8,0.746,0.312
sum_sum_7f5745d75e84,ffcd6c5b,16.06,,,GOOD,NUMERICS_WORSE_THAN_COMPILED,18.91,,1.177,
sum_sum_808b052d7393,69efee57,109.47,252.67,2.308120946378003,BAD_ORACLE,BAD_ORACLE,86.98,87.78,0.795,0.347
sum_sum_82346b5827d8,36943a14,,,,,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_840ed90a9954,e2841909,26.37,156.54,5.936291240045506,BAD_ORACLE,BAD_ORACLE,24.1,25.38,0.914,0.162
sum_sum_8637782ccfc2,66dba80f,7.71,7.81,1.012970168612192,GOOD,GOOD,8.67,8.77,1.124,1.123
sum_sum_8637782ccfc2,acf23a3b,9.22,13.92,1.5097613882863339,GOOD,BAD_ORACLE,9.82,9.82,1.066,0.706
sum_sum_868cea3d5857,2bf470ea,75.58,,,GOOD,,90.11,,1.192,
sum_sum_868cea3d5857,dc48d65c,234.4,,,GOOD,,263.97,,1.126,
sum_sum_86b0392acb3d,ab4c6849,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_86d6491425a2,d987ff10,13.34,200.67,15.042728635682158,GOOD,BAD_ORACLE,17.28,17.47,1.295,0.087
sum_sum_891b6837993b,04b8f85c,59.1,633.06,10.711675126903552,BAD_ORACLE,BAD_ORACLE,51.14,51.33,0.865,0.081
sum_sum_894f3180f3c4,0dc5b6bd,18.3,27.33,1.4934426229508195,GOOD,BAD_ORACLE,20.83,20.35,1.138,0.745
sum_sum_894f3180f3c4,1592ce3d,18.21,20.03,1.099945085118067,GOOD,AT_FLOOR,19.87,19.3,1.091,0.963
sum_sum_894f3180f3c4,1b9feebb,17.25,19.01,1.1020289855072465,GOOD,BAD_ORACLE,18.11,17.89,1.05,0.941
sum_sum_894f3180f3c4,315c2b3e,16.86,17.28,1.0249110320284698,AT_FLOOR,AT_FLOOR,16.61,16.51,0.985,0.956
sum_sum_894f3180f3c4,3726f4ca,19.55,25.22,1.2900255754475702,AT_FLOOR,BAD_ORACLE,20.38,20.42,1.043,0.81
sum_sum_894f3180f3c4,399aa3e2,67.3,122.53,1.8206537890044578,BAD_ORACLE,BAD_ORACLE,58.24,59.17,0.865,0.483
sum_sum_894f3180f3c4,39a9326e,40.9,56.35,1.3777506112469438,BAD_ORACLE,BAD_ORACLE,36.51,36.74,0.893,0.652
sum_sum_894f3180f3c4,3edd6c00,18.14,21.95,1.2100330760749725,GOOD,BAD_ORACLE,19.94,19.81,1.099,0.902
sum_sum_894f3180f3c4,65b876e3,20.0,28.19,1.4095,GOOD,BAD_ORACLE,21.38,21.28,1.069,0.755
sum_sum_894f3180f3c4,6f1023fc,19.26,20.26,1.051921079958463,AT_FLOOR,AT_FLOOR,19.94,19.36,1.035,0.956
sum_sum_894f3180f3c4,727b7028,14.59,15.07,1.0328992460589446,AT_FLOOR,BAD_ORACLE,13.92,14.3,0.954,0.949
sum_sum_894f3180f3c4,864b3c6f,15.3,17.95,1.1732026143790848,GOOD,AT_FLOOR,16.16,17.28,1.056,0.963
sum_sum_894f3180f3c4,9793b43e,15.81,17.15,1.0847564832384566,AT_FLOOR,BAD_ORACLE,16.06,16.19,1.016,0.944
sum_sum_894f3180f3c4,a45e6340,122.62,233.12,1.90115804925787,BAD_ORACLE,BAD_ORACLE,93.12,95.17,0.759,0.408
sum_sum_894f3180f3c4,b5264010,22.02,27.74,1.259763851044505,AT_FLOOR,BAD_ORACLE,21.7,22.11,0.985,0.797
sum_sum_894f3180f3c4,b6f518ab,24.38,32.42,1.3297785069729287,AT_FLOOR,BAD_ORACLE,25.47,25.54,1.045,0.788
sum_sum_894f3180f3c4,cf15f756,15.3,16.06,1.049673202614379,BAD_ORACLE,BAD_ORACLE,14.24,15.1,0.931,0.94
sum_sum_894f3180f3c4,ebb56431,15.81,16.06,1.0158127767235925,AT_FLOOR,AT_FLOOR,16.22,15.87,1.026,0.988
sum_sum_894f3180f3c4,ee318906,16.29,17.98,1.1037446286065071,GOOD,AT_FLOOR,17.34,17.76,1.065,0.988
sum_sum_894f3180f3c4,f35ade00,13.98,15.07,1.0779685264663805,AT_FLOOR,BAD_ORACLE,13.5,13.57,0.966,0.9
sum_sum_8afaa9a479f1,e23458e3,30.21,114.3,3.78351539225422,BAD_ORACLE,BAD_ORACLE,28.45,28.45,0.942,0.249
sum_sum_8b1ecd6ea781,100b69a7,9.15,9.92,1.0841530054644808,AT_FLOOR,BAD_ORACLE,9.12,9.12,0.997,0.919
sum_sum_8b1ecd6ea781,3982ddad,7.87,7.52,0.9555273189326556,GOOD,GOOD,8.9,8.06,1.13,1.072
sum_sum_8d6ca7cce8c9,0c475f9a,29.63,211.97,7.1538980762740465,AT_FLOOR,BAD_ORACLE,28.35,24.29,0.957,0.115
sum_sum_8ddadf2c06d3,470762bc,8.0,13.86,1.7325,AT_FLOOR,BAD_ORACLE,7.87,7.71,0.984,0.557
sum_sum_8edf1c0e03c1,ccbdb456,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_91f994494908,fff93c41,9.66,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,9.47,,0.98,
sum_sum_928eb1560207,e6a7fabb,16.03,34.5,2.1522145976294444,BAD_ORACLE,BAD_ORACLE,14.11,14.37,0.88,0.417
sum_sum_9365476417f3,c3354c52,26.43,305.18,11.546727203934923,GOOD,BAD_ORACLE,46.46,45.89,1.758,0.15
sum_sum_936e8304ff14,817f488a,10.02,60.96,6.083832335329341,GOOD,BAD_ORACLE,11.01,10.78,1.099,0.177
sum_sum_94f014e4cfa6,f543b665,9.66,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,9.25,,0.957,
sum_sum_9b7fd1c0bb67,3f23a743,32.51,,,GOOD,,35.55,,1.094,
sum_sum_9b7fd1c0bb67,5474fc63,35.71,,,BAD_ORACLE,,12.1,,0.339,
sum_sum_9b966ec53e70,3daf9266,22.4,74.69,3.334375,AT_FLOOR,BAD_ORACLE,22.24,22.4,0.993,0.3
sum_sum_9be9812ec7f1,66cb4e6d,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_9f65eda818b1,87b141c7,9.06,31.62,3.4900662251655628,AT_FLOOR,BAD_ORACLE,9.15,9.18,1.011,0.29
sum_sum_a1d490241791,0c5208f9,36.61,,,AT_FLOOR,,35.74,,0.976,
sum_sum_a65a0afcc157,a7975a32,27.07,57.12,2.1100849649057998,GOOD,BAD_ORACLE,30.43,30.59,1.124,0.536
sum_sum_a6951a29b3dc,05e71cc7,48.8,671.58,13.761885245901642,AT_FLOOR,BAD_ORACLE,51.1,51.01,1.047,0.076
sum_sum_aa601b4d2732,b0fc1d08,7.78,8.1,1.0411311053984575,AT_FLOOR,AT_FLOOR,7.94,7.97,1.021,0.984
sum_sum_aad9b35ce285,5599a41a,1382.34,3934.21,2.8460508991999074,AT_FLOOR,BAD_ORACLE,1446.94,1448.8,1.047,0.368
sum_sum_ab9fc4091e40,72d2f85d,14.08,69.5,4.936079545454546,BAD_ORACLE,BAD_ORACLE,11.94,11.9,0.848,0.171
sum_sum_abf3db8fc03f,0a877abf,41.92,48.8,1.16412213740458,BAD_ORACLE,BAD_ORACLE,31.46,32.03,0.75,0.656
sum_sum_abf3db8fc03f,186ca521,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_abf3db8fc03f,50796f54,131.1,167.65,1.278794813119756,BAD_ORACLE,BAD_ORACLE,79.97,79.78,0.61,0.476
sum_sum_abf3db8fc03f,78158bd3,13.86,15.81,1.1406926406926408,GOOD,AT_FLOOR,15.23,15.26,1.099,0.966
sum_sum_abf3db8fc03f,b0156f06,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_b00464d36daa,878cf9f5,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_b089f1ca0d13,3bd72ec5,26.43,205.92,7.791146424517593,GOOD,BAD_ORACLE,34.78,34.72,1.316,0.169
sum_sum_b1354c2a333b,ce2eb236,28.35,30.18,1.0645502645502645,GOOD,AT_FLOOR,30.02,30.3,1.059,1.004
sum_sum_b265bd27fbd8,f636f756,50.94,120.29,2.361405575186494,BAD_ORACLE,BAD_ORACLE,43.84,42.98,0.861,0.357
sum_sum_b38468e7a324,114a3974,,,,,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_b49b9f45e522,6a5f98f4,11.07,251.84,22.74977416440831,GOOD,BAD_ORACLE,12.19,12.29,1.101,0.049
sum_sum_b50ad423ed16,4c3b4612,303.04,8836.13,29.15829593453009,BAD_ORACLE,BAD_ORACLE,247.78,241.66,0.818,0.027
sum_sum_b58d306002be,4df6a9d1,7.78,13.18,1.6940874035989717,AT_FLOOR,BAD_ORACLE,7.74,7.87,0.996,0.597
sum_sum_b67c187f8e8e,9343a6ce,58.21,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,50.05,,0.86,
sum_sum_b6dba5d75a7b,840e34c4,5.22,5.57,1.067049808429119,AT_FLOOR,AT_FLOOR,5.28,5.7,1.012,1.023
sum_sum_bbf2f7bed268,d90f6100,136.9,291.68,2.1306062819576335,BAD_ORACLE,BAD_ORACLE,100.13,100.16,0.731,0.343
sum_sum_bf3fda8e124c,a63c41b1,108.19,2211.55,20.44135317496996,AT_FLOOR,BAD_ORACLE,103.3,103.33,0.955,0.047
sum_sum_c0554ca7f4d6,d723c5b4,17.25,28.26,1.6382608695652174,GOOD,BAD_ORACLE,19.17,19.33,1.111,0.684
sum_sum_c17d298e608e,3005b63c,5.95,,,GOOD,,11.01,,1.849,
sum_sum_c17d298e608e,442ee97d,6.37,,,GOOD,,11.07,,1.739,
sum_sum_c17d298e608e,64510e66,5.73,,,GOOD,,10.34,,1.804,
sum_sum_c17d298e608e,77446b6f,5.89,,,GOOD,,10.05,,1.707,
sum_sum_c17d298e608e,8b771129,7.01,,,GOOD,,11.84,,1.689,
sum_sum_c17d298e608e,a1b0079b,8.35,,,GOOD,,14.21,,1.701,
sum_sum_c17d298e608e,a7e28603,5.66,,,GOOD,,10.75,,1.898,
sum_sum_c17d298e608e,dbe7e0fa,5.63,,,AT_FLOOR,,5.63,,1.0,
sum_sum_c17d298e608e,f88f9f06,6.46,,,GOOD,,11.49,,1.777,
sum_sum_c274639dbaf9,400df623,20.96,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,21.54,,1.027,
sum_sum_c62059e3dc7b,6f10577d,8.83,7.84,0.8878822197055493,GOOD,GOOD,9.7,9.95,1.098,1.269
sum_sum_c634506089db,04d5ba81,27.46,,,GOOD,,29.06,,1.058,
sum_sum_c634506089db,b1beb32b,18.27,,,GOOD,,20.32,,1.112,
sum_sum_c91e0b70e149,d3452c96,116.48,,,BAD_ORACLE,NUMERICS_WORSE_THAN_COMPILED,102.18,,0.877,
sum_sum_c94d2f06e30b,9d14ecda,8.8,13.92,1.5818181818181818,GOOD,BAD_ORACLE,9.95,10.08,1.131,0.724
sum_sum_cc37fdc0b4ba,e93c5538,30.3,47.17,1.5567656765676567,BAD_ORACLE,BAD_ORACLE,26.88,27.01,0.887,0.573
sum_sum_cc8aafa6ae2d,ad8a4af8,10.69,14.08,1.3171188026192704,AT_FLOOR,BAD_ORACLE,11.01,11.07,1.03,0.786
sum_sum_d27740999897,8cf827b9,7.9,13.18,1.6683544303797466,GOOD,BAD_ORACLE,8.8,8.19,1.113,0.621
sum_sum_d283dea24dab,d56aace4,52.93,3887.97,73.45494048743623,BAD_ORACLE,BAD_ORACLE,48.16,48.7,0.91,0.013
sum_sum_d3526ae548ba,7eb90cb4,11.01,17.25,1.5667574931880108,BAD_ORACLE,BAD_ORACLE,10.08,9.92,0.916,0.575
sum_sum_db3fe220dc1b,4e3e4a7e,21.47,74.75,3.48160223567769,AT_FLOOR,BAD_ORACLE,21.95,22.21,1.022,0.297
sum_sum_de4088ac89ce,8546492c,9.66,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,9.31,,0.964,
sum_sum_deb15e5bd8f2,a8508031,247.65,1881.09,7.5957601453664445,AT_FLOOR,BAD_ORACLE,243.65,241.44,0.984,0.128
sum_sum_e3043e605301,a1e026e9,125.76,472.93,3.760575699745547,BAD_ORACLE,BAD_ORACLE,66.5,66.34,0.529,0.14
sum_sum_e5ed56d5d094,9f9c3e11,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
sum_sum_e62c5b3ab99a,914547b5,9.76,18.02,1.846311475409836,AT_FLOOR,BAD_ORACLE,9.98,10.18,1.023,0.565
sum_sum_e63d697b2838,809435bf,22.05,,,AT_FLOOR,NUMERICS_WORSE_THAN_COMPILED,23.14,,1.049,
sum_sum_e889c9d3e84e,4055c4c5,7.62,7.01,0.9199475065616798,AT_FLOOR,GOOD,7.97,8.0,1.046,1.142
sum_sum_ed2e3f6639e7,e260e21e,250.78,2165.7,8.6358561288779,BAD_ORACLE,BAD_ORACLE,188.58,189.54,0.752,0.088
sum_sum_ed4730568670,94013926,70.59,327.65,4.641592293525995,GOOD,BAD_ORACLE,155.78,155.42,2.207,0.474
sum_sum_f0e3bbdfb32f,3953bf5d,1053.79,6798.34,6.451323318687784,GOOD,BAD_ORACLE,1316.77,1310.56,1.25,0.193
sum_sum_f1250e5f7b6e,6927d79e,52.13,132.77,2.5469019758296567,AT_FLOOR,BAD_ORACLE,50.14,45.22,0.962,0.341
