dir,shape_hash,triton_us,cutile_us,cutile_over_triton,triton_status,cutile_status,compile_us_triton,compile_us_cutile,triton_ratio,cutile_ratio
pointwise_04d85912d998,ed505313,5.6,5.73,1.0232142857142859,AT_FLOOR,AT_FLOOR,5.76,5.54,1.029,0.966
pointwise_04d85912d998,edbe5393,184.1,184.26,1.000869092884302,AT_FLOOR,AT_FLOOR,184.13,184.16,1.0,0.999
pointwise_04d85912d998,eeaefea8,5.7,5.66,0.9929824561403509,AT_FLOOR,AT_FLOOR,5.44,5.7,0.955,1.006
pointwise_04d85912d998,efa63a42,5.44,5.66,1.040441176470588,AT_FLOOR,AT_FLOOR,5.63,5.41,1.035,0.955
pointwise_04d85912d998,efc6a14d,5.79,5.98,1.0328151986183074,AT_FLOOR,AT_FLOOR,5.76,5.86,0.994,0.979
pointwise_04d85912d998,f3019e2f,5.7,5.66,0.9929824561403509,AT_FLOOR,AT_FLOOR,5.54,5.66,0.972,1.0
pointwise_04d85912d998,f34cdbd3,5.7,5.79,1.0157894736842106,AT_FLOOR,AT_FLOOR,5.79,5.54,1.017,0.956
pointwise_04d85912d998,f375f944,5.63,5.76,1.0230905861456483,AT_FLOOR,AT_FLOOR,5.66,5.66,1.006,0.983
pointwise_04d85912d998,f3ac0581,5.73,5.82,1.0157068062827226,AT_FLOOR,AT_FLOOR,5.57,5.6,0.972,0.962
pointwise_04d85912d998,f3c583c2,5.44,6.62,1.2169117647058822,AT_FLOOR,BAD_ORACLE,5.22,5.31,0.959,0.802
pointwise_04d85912d998,f46c5bd4,6.85,6.69,0.9766423357664235,AT_FLOOR,AT_FLOOR,6.91,6.85,1.009,1.024
pointwise_04d85912d998,f4a82139,5.34,5.86,1.097378277153558,AT_FLOOR,AT_FLOOR,5.38,5.73,1.006,0.978
pointwise_04d85912d998,f5608adc,5.38,5.22,0.9702602230483272,BAD_ORACLE,AT_FLOOR,4.99,5.25,0.929,1.006
pointwise_04d85912d998,f58c13ae,5.47,5.47,1.0,AT_FLOOR,BAD_ORACLE,5.6,4.96,1.023,0.906
pointwise_04d85912d998,f5b2301d,5.66,5.76,1.017667844522968,AT_FLOOR,AT_FLOOR,5.63,5.7,0.994,0.989
pointwise_04d85912d998,f60569f5,5.57,5.79,1.0394973070017952,AT_FLOOR,BAD_ORACLE,5.73,5.41,1.029,0.934
pointwise_04d85912d998,f60754ac,5.5,5.7,1.0363636363636364,AT_FLOOR,AT_FLOOR,5.73,5.57,1.041,0.978
pointwise_04d85912d998,f7f61ba5,5.66,5.63,0.9946996466431095,AT_FLOOR,AT_FLOOR,5.73,5.47,1.011,0.972
pointwise_04d85912d998,f84df4f6,5.18,5.6,1.0810810810810811,AT_FLOOR,BAD_ORACLE,5.41,5.09,1.043,0.909
pointwise_04d85912d998,f9155247,7.74,7.94,1.0258397932816539,AT_FLOOR,AT_FLOOR,7.52,7.65,0.971,0.964
pointwise_04d85912d998,f9f576d9,5.66,5.63,0.9946996466431095,AT_FLOOR,AT_FLOOR,5.66,5.66,1.0,1.006
pointwise_04d85912d998,fa4513e3,5.66,5.7,1.0070671378091873,AT_FLOOR,BAD_ORACLE,5.66,5.38,1.0,0.944
pointwise_04d85912d998,fa80550a,5.63,5.66,1.005328596802842,AT_FLOOR,AT_FLOOR,5.63,5.66,1.0,1.0
pointwise_04d85912d998,fad652a9,5.66,5.66,1.0,AT_FLOOR,AT_FLOOR,5.6,5.76,0.989,1.017
pointwise_04d85912d998,fb36fdc1,5.63,6.91,1.227353463587922,AT_FLOOR,BAD_ORACLE,5.66,5.57,1.006,0.806
pointwise_04d85912d998,fb48e60c,5.82,5.76,0.9896907216494845,AT_FLOOR,AT_FLOOR,5.86,5.7,1.005,0.989
pointwise_04d85912d998,fba97314,5.82,5.76,0.9896907216494845,AT_FLOOR,AT_FLOOR,5.7,5.82,0.978,1.011
pointwise_04d85912d998,fd250a48,5.82,5.89,1.0120274914089347,AT_FLOOR,AT_FLOOR,5.82,5.79,1.0,0.984
pointwise_04d85912d998,fd609835,5.54,5.7,1.0288808664259927,AT_FLOOR,BAD_ORACLE,5.57,5.41,1.006,0.949
pointwise_04d85912d998,fd7d6607,6.82,6.85,1.0043988269794721,AT_FLOOR,AT_FLOOR,6.82,6.91,1.0,1.009
pointwise_04d85912d998,fdfae713,5.57,5.66,1.0161579892280073,AT_FLOOR,AT_FLOOR,5.66,5.47,1.017,0.966
pointwise_04d85912d998,fea91bdf,5.63,5.89,1.0461811722912966,AT_FLOOR,AT_FLOOR,5.76,5.63,1.023,0.957
pointwise_04d85912d998,ff939d3c,5.73,5.92,1.0331588132635252,AT_FLOOR,AT_FLOOR,5.76,5.79,1.006,0.978
pointwise_04d85912d998,ffbae90c,5.76,5.76,1.0,AT_FLOOR,AT_FLOOR,5.73,5.6,0.994,0.972
pointwise_05ee034feb4c,d44a5eff,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
pointwise_07941926c4a4,6274ca22,15.97,24.42,1.5291170945522856,AT_FLOOR,BAD_ORACLE,16.0,15.84,1.002,0.649
pointwise_07c6ea330ab4,5fa3702b,13.09,14.05,1.0733384262796029,GOOD,GOOD,17.95,18.02,1.372,1.282
pointwise_07e2552977f5,75c13bb9,13.15,41.82,3.1802281368821292,AT_FLOOR,BAD_ORACLE,13.09,12.1,0.995,0.289
pointwise_07f3b9d27881,363c89c3,21.95,31.39,1.4300683371298406,AT_FLOOR,BAD_ORACLE,22.62,22.3,1.031,0.71
pointwise_08576d101b39,c78a05f8,,171.9,,,BAD_ORACLE,,78.66,,0.458
pointwise_0872313c7e7a,356e4166,7.17,7.36,1.0264993026499303,AT_FLOOR,AT_FLOOR,7.01,7.2,0.978,0.978
pointwise_0872313c7e7a,eb973076,16.19,17.12,1.0574428659666462,AT_FLOOR,BAD_ORACLE,16.54,16.19,1.022,0.946
pointwise_08d21e743dbc,10dba222,24.0,48.83,2.0345833333333334,BAD_ORACLE,BAD_ORACLE,20.0,20.1,0.833,0.412
pointwise_09973679af31,02536193,16.03,,,AT_FLOOR,,15.62,,0.974,
pointwise_09973679af31,12f43f3f,28.42,,,AT_FLOOR,,27.58,,0.971,
pointwise_09973679af31,2e94cc97,8.96,,,BAD_ORACLE,,8.19,,0.914,
pointwise_09973679af31,39daa5a7,8.58,,,AT_FLOOR,,8.9,,1.037,
pointwise_09973679af31,499092b7,12.22,,,AT_FLOOR,,11.84,,0.969,
pointwise_09973679af31,4fbcf6cb,48.86,,,AT_FLOOR,,47.94,,0.981,
pointwise_09973679af31,505c06f5,19.17,,,BAD_ORACLE,,17.28,,0.902,
pointwise_09973679af31,513d0721,7.58,,,AT_FLOOR,,7.52,,0.992,
pointwise_09973679af31,51987672,6.5,,,GOOD,,6.88,,1.059,
pointwise_09973679af31,55e4f843,18.11,,,BAD_ORACLE,,17.12,,0.945,
pointwise_09973679af31,57917947,6.78,,,AT_FLOOR,,6.98,,1.028,
pointwise_09973679af31,5dddb421,29.5,,,AT_FLOOR,,28.16,,0.954,
pointwise_09973679af31,76f8dd2d,12.06,,,AT_FLOOR,,11.74,,0.973,
pointwise_09973679af31,80d7519d,6.88,,,GOOD,,7.62,,1.107,
pointwise_09973679af31,816cc555,7.62,,,AT_FLOOR,,7.39,,0.971,
pointwise_09973679af31,9e433626,51.17,,,AT_FLOOR,,48.9,,0.956,
pointwise_09973679af31,aa5ecfa3,11.68,,,BAD_ORACLE,,10.75,,0.921,
pointwise_09973679af31,aeb7570e,28.19,,,AT_FLOOR,,26.98,,0.957,
pointwise_09973679af31,bbd70f4d,9.12,,,AT_FLOOR,,9.12,,1.0,
pointwise_09973679af31,dd6fed99,29.57,,,BAD_ORACLE,,27.62,,0.934,
pointwise_09973679af31,df113b2d,18.34,,,AT_FLOOR,,17.47,,0.953,
pointwise_09973679af31,e664b13e,11.94,,,AT_FLOOR,,11.62,,0.973,
pointwise_09973679af31,f2ecc36d,9.06,,,AT_FLOOR,,9.06,,1.0,
pointwise_09973679af31,f646cd89,7.55,,,AT_FLOOR,,7.3,,0.966,
pointwise_099e5b919a05,52dd4c9c,58.85,91.1,1.548003398470688,BAD_ORACLE,BAD_ORACLE,32.19,32.06,0.547,0.352
pointwise_0a49dc00cbaf,d7517139,4.86,4.83,0.9938271604938271,AT_FLOOR,AT_FLOOR,4.99,4.86,1.026,1.007
pointwise_0aaf589f7fad,631b8e39,6.78,,,AT_FLOOR,,6.91,,1.019,
pointwise_0aaf589f7fad,b63e0b0f,8.06,,,GOOD,,8.96,,1.111,
pointwise_0aaf589f7fad,cb7fdfdf,6.94,,,AT_FLOOR,,7.04,,1.014,
pointwise_0af12e3f3970,19d57796,38.27,38.82,1.014371570420695,AT_FLOOR,AT_FLOOR,38.75,38.75,1.013,0.998
pointwise_0af12e3f3970,9ba4aad1,18.4,18.11,0.9842391304347826,AT_FLOOR,GOOD,17.76,19.3,0.965,1.065
pointwise_0b055fee3826,d7517139,4.93,4.86,0.9858012170385396,AT_FLOOR,AT_FLOOR,5.06,4.77,1.026,0.98
pointwise_0c33f088df8a,fa3cc74f,11.52,71.07,6.169270833333333,GOOD,BAD_ORACLE,20.38,20.29,1.769,0.285
pointwise_0c4549e63f48,d7517139,4.83,4.99,1.0331262939958592,AT_FLOOR,AT_FLOOR,4.86,5.02,1.007,1.006
pointwise_0cd85fd63f82,5c8ea537,22.05,29.38,1.3324263038548751,AT_FLOOR,BAD_ORACLE,21.41,21.31,0.971,0.725
pointwise_0e23e54703ef,42922299,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
pointwise_100a39b686e3,896c6bb5,5.06,4.99,0.9861660079051384,AT_FLOOR,AT_FLOOR,4.99,4.99,0.987,1.0
pointwise_10be75ce3204,c78a05f8,,164.8,,,BAD_ORACLE,,78.75,,0.478
pointwise_149b2db5c64f,45c33f0e,31.46,,,AT_FLOOR,,31.52,,1.002,
pointwise_149b2db5c64f,70bbd2d7,24.13,,,GOOD,,25.38,,1.052,
pointwise_15a27d15fe72,c78a05f8,,165.66,,,BAD_ORACLE,,78.75,,0.475
pointwise_15e408415993,4bf70c65,15.65,,,AT_FLOOR,,15.23,,0.973,
pointwise_15e408415993,7f1f1e95,34.24,,,BAD_ORACLE,,32.48,,0.949,
pointwise_15e408415993,fd0f60cd,8.99,,,AT_FLOOR,,8.96,,0.996,
pointwise_1680d9313873,ec769da9,28.26,45.89,1.6238499646142956,GOOD,BAD_ORACLE,30.43,30.46,1.077,0.664
pointwise_176e8f2b992e,cbc8ee1c,,,,INVALID_CUDAGRAPH_WARNING,INVALID_CUDAGRAPH_WARNING,,,,
pointwise_182cea8287c6,5da3d9cf,11.07,29.44,2.6594399277326106,GOOD,BAD_ORACLE,12.86,13.06,1.162,0.443
pointwise_182f6f9450b9,20c37c70,17.79,,,BAD_ORACLE,,16.45,,0.924,
pointwise_182f6f9450b9,222a5534,40.77,,,BAD_ORACLE,,36.51,,0.896,
pointwise_182f6f9450b9,2ea19024,13.98,,,AT_FLOOR,,13.7,,0.979,
pointwise_182f6f9450b9,5e1cd0cb,10.5,,,AT_FLOOR,,10.98,,1.046,
pointwise_182f6f9450b9,6ff05967,14.46,,,AT_FLOOR,,15.1,,1.044,
pointwise_182f6f9450b9,7ccc5d66,9.82,,,AT_FLOOR,,9.73,,0.99,
pointwise_182f6f9450b9,94a8a021,8.1,,,GOOD,,8.61,,1.063,
pointwise_182f6f9450b9,a542f22c,43.9,,,BAD_ORACLE,,40.42,,0.921,
pointwise_182f6f9450b9,bd79fc38,20.35,,,AT_FLOOR,,20.51,,1.008,
pointwise_182f6f9450b9,c5606485,28.58,,,AT_FLOOR,,28.54,,0.999,
pointwise_18acdd25ec9e,0c4f2b31,20.16,31.52,1.5634920634920635,BAD_ORACLE,BAD_ORACLE,17.38,17.28,0.862,0.548
pointwise_19870c5a1252,fa3cc74f,11.2,20.22,1.8053571428571429,GOOD,AT_FLOOR,20.26,20.35,1.809,1.006
pointwise_1a665e446ec5,cc5826e9,12.26,118.46,9.66231647634584,GOOD,BAD_ORACLE,13.38,13.7,1.091,0.116
pointwise_1bce79493ef1,0fc085ac,16.06,24.06,1.49813200498132,AT_FLOOR,BAD_ORACLE,16.1,16.48,1.002,0.685
pointwise_1c19f24becf5,f9ed8dd6,31.55,47.71,1.512202852614897,BAD_ORACLE,BAD_ORACLE,20.06,19.84,0.636,0.416
pointwise_1c8dca5e12e1,2a76d54a,61.28,62.3,1.016644908616188,AT_FLOOR,AT_FLOOR,61.34,62.18,1.001,0.998
pointwise_1c9e61a3de47,04c86358,79.58,533.34,6.701935159587837,BAD_ORACLE,BAD_ORACLE,59.14,58.91,0.743,0.11
pointwise_1c9e8dc48812,51251d0a,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
pointwise_1d2c10996f53,96064e9c,,45.06,,,BAD_ORACLE,,15.97,,0.354
pointwise_1df91f562302,0630f81f,41.92,,,AT_FLOOR,,40.64,,0.969,
pointwise_1df91f562302,192c8e99,32.67,,,AT_FLOOR,,31.65,,0.969,
pointwise_1df91f562302,1acf97f6,46.56,,,AT_FLOOR,,44.38,,0.953,
pointwise_1df91f562302,209c35c7,76.77,,,AT_FLOOR,,73.57,,0.958,
pointwise_1df91f562302,20ba0bab,26.37,,,AT_FLOOR,,25.6,,0.971,
pointwise_1df91f562302,4c47a3fc,13.02,,,AT_FLOOR,,12.7,,0.975,
pointwise_1df91f562302,6fef8a13,46.46,,,AT_FLOOR,,44.74,,0.963,
pointwise_1df91f562302,926b386f,9.79,,,AT_FLOOR,,9.86,,1.007,
pointwise_1df91f562302,95428590,21.44,,,AT_FLOOR,,20.38,,0.951,
pointwise_1df91f562302,b00342cf,41.92,,,AT_FLOOR,,40.42,,0.964,
pointwise_1df91f562302,b358c4cf,26.34,,,AT_FLOOR,,25.66,,0.974,
pointwise_1df91f562302,f77e434f,76.83,,,AT_FLOOR,,73.54,,0.957,
pointwise_1e6f46231554,631b8e39,6.88,7.07,1.0276162790697676,AT_FLOOR,AT_FLOOR,7.01,6.98,1.019,0.986
pointwise_1e6f46231554,b63e0b0f,7.74,8.96,1.157622739018088,AT_FLOOR,AT_FLOOR,7.94,9.06,1.025,1.011
pointwise_1e6f46231554,cb7fdfdf,7.01,7.23,1.0313837375178319,AT_FLOOR,AT_FLOOR,6.82,6.88,0.973,0.951
pointwise_1e6f46231554,d20f46e2,13.89,14.59,1.0503959683225341,AT_FLOOR,BAD_ORACLE,13.47,13.15,0.97,0.901
pointwise_1edbc54f25f6,44864090,6.78,7.2,1.0619469026548674,AT_FLOOR,AT_FLOOR,6.88,6.94,1.014,0.964
pointwise_1feab3394459,f9ed8dd6,,50.37,,,BAD_ORACLE,,19.94,,0.396
pointwise_2017ac6d22a7,259ee10a,25.28,80.77,3.19501582278481,AT_FLOOR,BAD_ORACLE,24.42,24.26,0.966,0.3
pointwise_238e96847398,2149da1a,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
pointwise_246850b7c198,c06edc2f,5.47,5.7,1.0420475319926874,GOOD,BAD_ORACLE,5.76,5.41,1.053,0.949
pointwise_246850b7c198,c60f6058,5.18,5.38,1.0386100386100388,AT_FLOOR,AT_FLOOR,5.41,5.31,1.043,0.988
pointwise_246850b7c198,dda9fef3,5.34,5.57,1.0430711610486891,BAD_ORACLE,AT_FLOOR,5.06,5.38,0.946,0.966
pointwise_247d220fbbab,d7517139,5.15,5.06,0.9825242718446601,AT_FLOOR,AT_FLOOR,4.9,4.99,0.95,0.987
pointwise_24ca2fc47594,96064e9c,,41.66,,,BAD_ORACLE,,15.71,,0.377
pointwise_255caf07ee83,1a8eaeba,23.26,,,BAD_ORACLE,,20.06,,0.862,
pointwise_255caf07ee83,3ab46e72,9.86,,,BAD_ORACLE,,8.38,,0.851,
pointwise_255caf07ee83,ad7b2a2c,11.68,,,BAD_ORACLE,,10.56,,0.904,
pointwise_255caf07ee83,b8160d07,10.53,,,AT_FLOOR,,10.27,,0.976,
pointwise_255caf07ee83,bd432928,9.25,,,AT_FLOOR,,9.15,,0.99,
pointwise_255caf07ee83,d20f46e2,14.53,,,BAD_ORACLE,,13.06,,0.899,
pointwise_255caf07ee83,d87997ca,17.79,,,BAD_ORACLE,,16.06,,0.903,
pointwise_25cec8e73161,55c3c977,34.46,102.34,2.9698200812536273,BAD_ORACLE,BAD_ORACLE,32.42,32.51,0.941,0.318
pointwise_260db4f7087d,0578bbc7,93.02,143.04,1.5377338206837239,GOOD,BAD_ORACLE,119.68,120.29,1.287,0.841
pointwise_279e9382166e,96064e9c,,41.7,,,BAD_ORACLE,,15.97,,0.383
pointwise_288dc69505cc,192c8e99,40.7,,,AT_FLOOR,,40.67,,0.999,
pointwise_288dc69505cc,4ca56f88,200.42,,,BAD_ORACLE,,170.91,,0.853,
pointwise_288dc69505cc,7b76ed5c,101.47,,,BAD_ORACLE,,80.74,,0.796,
pointwise_288dc69505cc,94a90df4,136.77,,,AT_FLOOR,,136.83,,1.0,
pointwise_288dc69505cc,95428590,31.68,,,BAD_ORACLE,,26.4,,0.833,
pointwise_288dc69505cc,a776dd34,198.4,,,BAD_ORACLE,,168.77,,0.851,
pointwise_288dc69505cc,c5d259c9,107.33,,,BAD_ORACLE,,98.02,,0.913,
pointwise_288dc69505cc,f0a667e3,108.32,,,BAD_ORACLE,,99.36,,0.917,
pointwise_29959fe03fc6,e874c124,91.55,109.34,1.1943200436919716,AT_FLOOR,BAD_ORACLE,91.9,92.22,1.004,0.843
pointwise_299ce2ae2b07,01e90f6e,12.06,11.14,0.9237147595356551,BAD_ORACLE,AT_FLOOR,10.85,11.04,0.899,0.991
pointwise_2a6469d99365,f9ed8dd6,,48.29,,,BAD_ORACLE,,20.13,,0.417
pointwise_2b46022db36e,3f2521b1,147.14,187.2,1.2722577137420144,GOOD,BAD_ORACLE,159.2,159.42,1.082,0.852
pointwise_2b567494bf14,5fa3702b,11.36,81.6,7.183098591549296,GOOD,BAD_ORACLE,14.02,14.14,1.234,0.173
pointwise_2c1752cb59b4,34c69289,12.61,16.61,1.317208564631245,GOOD,BAD_ORACLE,13.25,12.13,1.051,0.73
pointwise_2d969ac9ad59,5cd82a46,38.59,42.3,1.096138896087069,AT_FLOOR,BAD_ORACLE,38.4,38.37,0.995,0.907
pointwise_2d969ac9ad59,7b14189f,8.13,8.0,0.9840098400984009,AT_FLOOR,AT_FLOOR,8.06,8.19,0.992,1.024
pointwise_2d969ac9ad59,8f687505,64.26,63.74,0.9919078742608154,AT_FLOOR,AT_FLOOR,63.52,63.52,0.989,0.996
pointwise_2d969ac9ad59,92efc45e,54.94,60.22,1.0961048416454313,AT_FLOOR,BAD_ORACLE,54.11,53.79,0.985,0.893
pointwise_2d969ac9ad59,cd47785e,71.26,77.57,1.0885489755823743,AT_FLOOR,BAD_ORACLE,69.28,69.28,0.972,0.893
pointwise_2d969ac9ad59,d05618d1,30.56,33.66,1.1014397905759161,AT_FLOOR,BAD_ORACLE,30.37,30.37,0.994,0.902
pointwise_2fd75199c31d,760bed68,,,,NUMERICS_WORSE_THAN_COMPILED,NUMERICS_WORSE_THAN_COMPILED,,,,
pointwise_2fe50540b345,d7517139,5.34,5.57,1.0430711610486891,AT_FLOOR,AT_FLOOR,5.09,5.31,0.952,0.954
pointwise_301cf5a13527,1a8eaeba,23.3,16.86,0.7236051502145923,BAD_ORACLE,GOOD,21.28,21.22,0.913,1.258
pointwise_301cf5a13527,3ab46e72,9.73,8.9,0.9146968139773896,BAD_ORACLE,AT_FLOOR,8.0,9.02,0.822,1.014
pointwise_301cf5a13527,631b8e39,7.04,7.04,1.0,AT_FLOOR,AT_FLOOR,7.04,6.82,1.0,0.968
pointwise_301cf5a13527,ad7b2a2c,11.46,10.08,0.8795811518324607,AT_FLOOR,GOOD,11.1,10.88,0.969,1.079
pointwise_301cf5a13527,af0c9f46,10.21,9.95,0.9745347698334964,AT_FLOOR,GOOD,10.14,11.1,0.994,1.116
pointwise_301cf5a13527,b63e0b0f,9.06,8.96,0.9889624724061811,BAD_ORACLE,AT_FLOOR,8.06,8.9,0.89,0.993
pointwise_301cf5a13527,b8160d07,11.23,9.7,0.8637577916295636,AT_FLOOR,GOOD,11.14,11.04,0.991,1.139
pointwise_301cf5a13527,bd432928,9.79,13.09,1.3370786516853934,BAD_ORACLE,BAD_ORACLE,8.99,8.93,0.918,0.682
pointwise_301cf5a13527,cb7fdfdf,7.1,7.07,0.9957746478873241,AT_FLOOR,AT_FLOOR,7.04,6.94,0.991,0.982
pointwise_301cf5a13527,d20f46e2,14.08,13.89,0.9865056818181819,BAD_ORACLE,BAD_ORACLE,11.94,12.1,0.848,0.871
pointwise_301cf5a13527,d87997ca,17.22,16.96,0.9849012775842045,BAD_ORACLE,AT_FLOOR,16.06,16.26,0.933,0.958
pointwise_3116aaaaedd1,f749e533,14.05,23.33,1.6604982206405692,AT_FLOOR,BAD_ORACLE,14.05,14.18,1.0,0.608
pointwise_3124e7b9efb0,c404fad8,43.74,72.64,1.6607224508459075,BAD_ORACLE,BAD_ORACLE,40.61,40.35,0.928,0.556
pointwise_320d8d15d623,ad7b2a2c,10.34,10.56,1.021276595744681,AT_FLOOR,AT_FLOOR,9.95,10.14,0.963,0.961
pointwise_320d8d15d623,d20f46e2,14.18,15.17,1.0698166431593794,BAD_ORACLE,BAD_ORACLE,13.12,13.02,0.926,0.859
pointwise_320d8d15d623,da5fdead,5.82,7.04,1.2096219931271477,AT_FLOOR,BAD_ORACLE,5.92,5.86,1.016,0.832
pointwise_331deef26ac5,61a2330b,5.25,5.34,1.0171428571428571,AT_FLOOR,AT_FLOOR,5.41,5.25,1.03,0.982
pointwise_340cdea6ba6a,e6f344ac,10.82,40.67,3.758780036968577,AT_FLOOR,BAD_ORACLE,11.3,10.72,1.044,0.264
pointwise_350819a7c609,4a069931,17.18,,,BAD_ORACLE,,13.09,,0.762,
pointwise_35ecf6633bb0,4fa33397,,8.7,,,AT_FLOOR,,8.74,,1.004
pointwise_35ecf6633bb0,b642f4d6,,18.18,,,BAD_ORACLE,,15.78,,0.868
pointwise_364ae2743aa2,2e45fbca,34.43,35.58,1.0334011036886437,BAD_ORACLE,BAD_ORACLE,28.54,28.61,0.829,0.804
pointwise_364ae2743aa2,33f8ec7a,46.66,48.0,1.0287183883411917,BAD_ORACLE,BAD_ORACLE,42.66,44.83,0.914,0.934
pointwise_364ae2743aa2,3fb6168e,17.41,17.28,0.9925330269959793,BAD_ORACLE,BAD_ORACLE,14.66,15.94,0.842,0.922
pointwise_364ae2743aa2,c6ad2c20,35.36,32.93,0.9312782805429864,AT_FLOOR,AT_FLOOR,34.24,34.43,0.968,1.046
pointwise_364ae2743aa2,c72422f8,21.5,37.57,1.7474418604651163,BAD_ORACLE,BAD_ORACLE,18.53,20.16,0.862,0.537
pointwise_364ae2743aa2,c8968885,26.56,27.33,1.0289909638554218,BAD_ORACLE,BAD_ORACLE,22.4,22.59,0.843,0.827
pointwise_36787f0bfc90,875862cf,10.91,108.38,9.934005499541705,AT_FLOOR,BAD_ORACLE,11.01,10.72,1.009,0.099
pointwise_36f727d981e4,0a855bca,21.22,20.99,0.9891611687087652,AT_FLOOR,AT_FLOOR,21.25,21.31,1.002,1.015
pointwise_36f727d981e4,139b073e,11.78,12.06,1.0237691001697793,AT_FLOOR,AT_FLOOR,11.58,11.97,0.984,0.992
pointwise_36f727d981e4,400995f1,13.38,13.89,1.0381165919282511,AT_FLOOR,AT_FLOOR,13.63,13.92,1.019,1.002
pointwise_36f727d981e4,71639761,15.74,15.62,0.9923761118170267,AT_FLOOR,AT_FLOOR,15.81,15.3,1.004,0.98
pointwise_36f727d981e4,727fdfe8,8.35,10.02,1.2,GOOD,AT_FLOOR,9.66,9.89,1.157,0.987
pointwise_36f727d981e4,784a7239,10.24,10.08,0.984375,GOOD,GOOD,11.9,11.58,1.163,1.149
pointwise_36f727d981e4,7997f4ec,21.31,21.22,0.995776630689817,AT_FLOOR,AT_FLOOR,21.28,21.66,0.998,1.021
pointwise_36f727d981e4,b85aeb78,11.71,12.0,1.0247651579846284,GOOD,GOOD,13.12,13.25,1.12,1.104
pointwise_36f727d981e4,bcf9edde,11.3,10.34,0.9150442477876105,AT_FLOOR,GOOD,11.1,10.94,0.983,1.059
pointwise_36f727d981e4,df1f991c,17.76,17.38,0.9786036036036034,AT_FLOOR,AT_FLOOR,17.28,17.25,0.973,0.993
pointwise_38c88cc47464,784a7239,11.84,18.4,1.554054054054054,AT_FLOOR,BAD_ORACLE,11.9,11.74,1.005,0.638
pointwise_38f32925c62e,c67d6e69,5.25,5.89,1.1219047619047617,AT_FLOOR,BAD_ORACLE,5.44,5.12,1.037,0.87
pointwise_39610fd5aba3,d102a86e,6.91,7.01,1.0144717800289436,AT_FLOOR,AT_FLOOR,6.94,7.04,1.005,1.005
pointwise_3a0cd5d11499,5ffc94d9,12.38,61.12,4.936995153473344,BAD_ORACLE,BAD_ORACLE,11.01,11.23,0.889,0.184
pointwise_3a0cd5d11499,b0236fe8,9.76,38.46,3.9405737704918034,BAD_ORACLE,BAD_ORACLE,8.54,8.86,0.875,0.23
pointwise_3a0cd5d11499,be1612c6,9.79,9.98,1.0194075587334015,AT_FLOOR,AT_FLOOR,9.86,9.86,1.007,0.987
pointwise_3ab5ba45f69b,ba170fb6,5.7,20.29,3.5596491228070173,AT_FLOOR,BAD_ORACLE,5.7,5.63,1.0,0.278
pointwise_3abc926270f6,00f3245f,30.21,38.53,1.2754054948692486,GOOD,BAD_ORACLE,34.72,36.26,1.149,0.941
pointwise_3abc926270f6,01c4aa98,5.57,5.6,1.0053859964093357,AT_FLOOR,AT_FLOOR,5.66,5.63,1.017,1.006
pointwise_3abc926270f6,0bd9d057,7.01,7.04,1.0042796005706134,AT_FLOOR,AT_FLOOR,7.01,6.94,1.0,0.986
pointwise_3abc926270f6,18290e58,5.89,5.92,1.0050933786078098,AT_FLOOR,AT_FLOOR,5.86,5.82,0.995,0.984
pointwise_3abc926270f6,1ecd1a72,5.79,5.92,1.0224525043177892,AT_FLOOR,AT_FLOOR,5.76,5.82,0.994,0.984
pointwise_3abc926270f6,247ad8a0,13.28,18.11,1.3637048192771084,BAD_ORACLE,BAD_ORACLE,12.03,12.03,0.906,0.664
pointwise_3abc926270f6,2c0e267a,9.63,9.95,1.0332294911734163,AT_FLOOR,BAD_ORACLE,9.54,9.12,0.99,0.916
pointwise_3abc926270f6,2ff9ef59,20.45,20.83,1.0185819070904645,BAD_ORACLE,AT_FLOOR,18.37,21.44,0.898,1.029
pointwise_3abc926270f6,30d4d229,5.6,5.63,1.0053571428571428,AT_FLOOR,AT_FLOOR,5.73,5.66,1.023,1.006
pointwise_3abc926270f6,3662d230,5.86,6.21,1.0597269624573378,AT_FLOOR,AT_FLOOR,5.98,5.95,1.022,0.959
pointwise_3abc926270f6,371add6b,124.77,128.96,1.03358179049451,AT_FLOOR,AT_FLOOR,123.1,124.7,0.987,0.967
pointwise_3abc926270f6,390ba70c,34.56,37.57,1.0870949074074074,AT_FLOOR,BAD_ORACLE,34.5,34.62,0.998,0.922
pointwise_3abc926270f6,3ba76078,5.06,5.7,1.1264822134387353,GOOD,AT_FLOOR,5.41,5.73,1.07,1.006
pointwise_3abc926270f6,3fd6186b,5.76,5.73,0.9947916666666667,AT_FLOOR,AT_FLOOR,5.76,5.66,1.0,0.989
pointwise_3abc926270f6,471a6b55,5.76,5.44,0.9444444444444445,AT_FLOOR,AT_FLOOR,5.66,5.66,0.983,1.041
pointwise_3abc926270f6,484bbe51,13.18,13.92,1.0561456752655538,AT_FLOOR,AT_FLOOR,13.73,13.6,1.041,0.977
